File,TypeName,ScriptName,Match,Note
Sops/CityProps/backup/AB.SignPlate.1.0_bak3.hda,AB::SignPlate::1.0,AB::SignPlate::1.0,ok,
Sops/CityProps/backup/AB.SignPlate.1.0_bak4.hda,AB::SignPlate::1.0,AB::SignPlate::1.0,ok,
Sops/CityProps/backup/AB.SignPlate.1.0_bak5.hda,AB::SignPlate::1.0,AB::SignPlate::1.0,ok,
Sops/CityProps/backup/AB.SignPlate.1.0_bak6.hda,AB::SignPlate::1.0,AB::SignPlate::1.0,ok,
Sops/CityProps/backup/AB.SignPlate.1.0_bak7.hda,AB::SignPlate::1.0,AB::SignPlate::1.0,ok,
Sops/CityProps/backup/AB.SignPlate.1.0_bak8.hda,AB::SignPlate::1.0,AB::SignPlate::1.0,ok,
Sops/CityProps/backup/AB.SignPlate.1.0_bak9.hda,AB::SignPlate::1.0,AB::SignPlate::1.0,ok,
Sops/CityProps/backup/AB.StreetSignGenerator.3.0_bak1.hda,AB::StreetSignGenerator::3.0,AOD::sign_maker::3.0,MISMATCH,legacy AOD lineage
Sops/CityProps/backup/AB.StreetSignGenerator.3.0_bak2.hda,AB::StreetSignGenerator::3.0,AOD::sign_maker::3.0,MISMATCH,legacy AOD lineage
Sops/CityProps/backup/AB.StreetSignGenerator.3.0_bak3.hda,AB::StreetSignGenerator::3.0,AOD::sign_maker::3.0,MISMATCH,legacy AOD lineage
Sops/CityProps/backup/AB.StreetSignGenerator.3.0_bak4.hda,AB::StreetSignGenerator::3.0,AOD::sign_maker::3.0,MISMATCH,legacy AOD lineage
Sops/CityProps/backup/AB.StreetSignGenerator.3.0_bak5.hda,AB::StreetSignGenerator::3.0,AOD::sign_maker::3.0,MISMATCH,legacy AOD lineage
Sops/CityProps/backup/AB.StreetSignGenerator.3.0_bak6.hda,AB::StreetSignGenerator::3.0,AOD::sign_maker::3.0,MISMATCH,legacy AOD lineage
Sops/CityProps/backup/AB.StreetSignGenerator.3.0_bak7.hda,AB::StreetSignGenerator::3.0,AOD::sign_maker::3.0,MISMATCH,legacy AOD lineage
Sops/CityProps/backup/AB.StreetSignGenerator.3.0_bak8.hda,AB::StreetSignGenerator::3.0,AOD::sign_maker::3.0,MISMATCH,legacy AOD lineage
Sops/CopyTools/AB.CopyByDensity.1_0.hda,AB::CopyByDensity::1.0,AB::CopyByDensity::1.0,ok,
Sops/CopyTools/AB.CopyWithRotation.1.0.hda,AB::CopyWithRotation::1.0,AB::CopyWithRotation::1.0,ok,
Sops/Curves/AB.CreateCircuitCurves.2.0.hda,AB::CreateCircuitCurves::2.0,AB::CreateCircuitCurves::2.0,ok,
Sops/Curves/AB.FancyCurves.2.0.hda,AB::FancyCurves::2.0,AB::FancyCurves::2.0,ok,
Sops/Curves/AB.MetalExtrusionMaker.2.0.hda,AB::MetalExtrusionMaker::2.0,AB::MetalExtrusionMaker::2.0,ok,
Sops/Modeling/AB.ArchGenerator.2.0.hda,AB::ArchGenerator::2.0,AB::ArchGenerator::2.0,ok,
Sops/Modeling/AB.BarbwireGenerator.2.0.hda,AB::BarbwireGenerator::2.0,AOD::MD_create_barbwire::1.0,MISMATCH,legacy AOD lineage
Sops/Modeling/AB.ButtonPanels.1.0.hda,AB::ButtonPanels::1.0,AB::ButtonPanels::1.0,ok,
Sops/Modeling/AB.ButtonPanels.1.1.hda,AB::ButtonPanels::1.1,AB::ButtonPanels::1.0,MISMATCH,
Sops/Modeling/AB.ChainGenerator.3.0.hda,AB::ChainGenerator::3.0,AB::ChainGenerator::3.0,ok,
Sops/Modeling/AB.CycGenerator.1.0.hda,AB::CycGenerator::1.0,AB::CycGenerator::1.0,ok,
Sops/Modeling/AB.DroopyWires.1.0.hda,AB::DroopyWires::1.0,AB::DroopyWires::1.0,ok,
Sops/Modeling/AB.ExtendedSweep.2.0.hda,AB::ExtendedSweep::2.0,AOD::extended_sweep::2.0,MISMATCH,legacy AOD lineage
Sops/Modeling/AB.NoisyGrid.1.0.hda,AB::NoisyGrid::1.0,jordan_noisy_grid,MISMATCH,
Sops/Modeling/AB.PipeCreator.2.0.hda,AB::PipeCreator::2.0,AB::PipeCreator::2.0,ok,
Sops/Modeling/AB.RockClumps.2.0.hda,AB::RockClumps::2.0,AB::RockClumps::2.0,ok,
Sops/Modeling/AB.SuperFormula.1.0.hda,AB::SuperFormula::1.0,AB::SuperFormula::1.0,ok,
Sops/Modeling/AB.VexBrancher.1.0.hda,AB::VexBrancher::1.0,AB::VexBrancher::1.0,ok,
Sops/Modeling/AB.WiresWithRings.1.0.1.0.hda,AB::WiresWithRings::1.0,AB::WiresWithRings::1.0,ok,
Sops/Modeling/AB.WoodPlankGenerator.1.0.1.0.hda,AB::WoodPlankGenerator::1.0,AB::WoodPlankGenerator::1.0,ok,
Sops/Modeling/OLD/AB.ButtonPanels.1.0.hda,AB::ButtonPanels::1.0,AB::ButtonPanels::1.0,ok,
Sops/Modeling/OLD/sop_AB.ButtonPanels.1.1.hda,AB::ButtonPanels::1.1,AB::ButtonPanels::1.0,MISMATCH,
Sops/Modeling/OLD/sop_AB.DoorsCreateCopies.1.2.hda,AB::DoorsCreateCopies::1.2,AOD::MD_WindowsCreateCopies::1.0,MISMATCH,legacy AOD lineage
Sops/Modules/AB..ModulesModernist.1.0.hda,AB::ModulesModernist::1.0,AOD::MOD::ModulesArtDeco::1.0,MISMATCH,legacy AOD lineage
Sops/Modules/AB.ModuleAssembler.1.0.hda,AB::ModuleAssembler::1.0,AB::ModuleAssembler::1.0,ok,
Sops/Modules/AB.ModulesArtDeco.2.0.hda,AB::MModulesArtDeco::2.0,AB::MModulesArtDeco::2.0,ok,
Sops/Modules/AB.ModulesBrutalist.1.0.hda,AB::ModulesBrutalist::1.0,AOD::MOD::ModulesArtDeco::1.0,MISMATCH,legacy AOD lineage
Sops/Modules/AB.ModulesClassical.2.0.hda,AB::ModulesClassical::1.0,AOD::MOD::ModulesArtDeco::1.0,MISMATCH,legacy AOD lineage
Sops/Modules/AB.ModulesCyberPunk.2.0.hda,AB::ModulesCyberPunk::2.0,AB::ModulesCyberPunk::2.0,ok,
Sops/Modules/AB.ModulesGothic.2.0.hda,AB::ModulesGothic::2.0,AOD::MOD::ModulesGothic::1.0,MISMATCH,legacy AOD lineage
Sops/Modules/AB.ModulesSkyscrapers.2.0.hda,AB::ModulesSkyscrapers::2.0,AB::ModulesSkyscrapers::2.0,ok,
Sops/MotionGraphics/AB.EqualizerGraph.1.0.hda,AB::EqualizerGraph::1.0,AB::EqualizerGraph::1.0,ok,
Sops/MotionGraphics/AB.GrowthFromPoints.1.0.hda,AB::GrowthFromPoints::1.0,AB::GrowthFromPoints::1.0,ok,
Sops/MotionGraphics/AB.HudMaker.2.0.hda,AB::HudMaker::2.0,AB::HudMaker::2.0,ok,
Sops/MotionGraphics/AB.NeonRainbows.1.0.hda,AB::NeonRainbows::1.0,AB::NeonRainbows::1.0,ok,
Sops/MotionGraphics/AB.PointBlends.1.0.hda,AB::PointBlends::1.0,AB::PointBlends::1.0,ok,
Sops/MotionGraphics/AB.RandomArcs.1.0.hda,AB::RandomArcs::1.0,AB::RandomArcs::1.0,ok,
Sops/MotionGraphics/AB.SpaceFillingCircuit.1.0.hda,AB::SpaceFillingCircuit::1.0,AB::SpaceFillingCircuit::1.0,ok,
Sops/Natural/AB.CrystalGenerator.1.0.hda,AB::CrystalGenerator::1.0,AB::CrystalGenerator::1.0,ok,
Sops/Natural/AB.FloatingIslands.1.0.hda,AB::FloatingIslands::1.0,AB::FloatingIslands::1.0,ok,
Sops/Natural/AB.FlowerDesigner.1.0.hda,AB::FlowerDesigner::1.0,AOD::flower_designer::1.0,MISMATCH,legacy AOD lineage
Sops/Natural/AB.FlowerGenerator.1.0.hda,AB::FlowerGenerator::1.0,AB::FlowerGenerator::1.0,ok,
Sops/Natural/AB.LowPolyTrees.2.0.hda,AB::LowPolyTrees::2.0,AB::LowPolyTrees::2.0,ok,
Sops/Natural/AB.RockMaker.2.0.hda,AB::RockMaker::2.0,AOD::MOD::RockMaker::1.0,MISMATCH,legacy AOD lineage
Sops/Natural/AB.RocksArched.2.0.hda,AB::RocksArched::2.0,AB::RocksArched::2.0,ok,
Sops/Panels/AB.ManhattenDistance.2.0.hda,AB::ManhattenDistance::2.0,AB::ManhattenDistance::2.0,ok,
Sops/Panels/AB.PanelGenerator.2.0.hda,AB::PanelGenerator::2.0,AB::PanelGenerator::2.0,ok,
Sops/Parts/AB.DoorHardware.2.0.hda,AB::DoorHardware::2.0,AB::DoorHardware::2.0,ok,
Sops/Parts/AB.ElectricalParts.2.0.hda,AB::ElectricalParts::2.0,AB::ElectricalParts::2.0,ok,
Sops/Parts/AB.ElectronicComponentGenerator.1.0.hda,AB::ElectronicComponentGenerator::1.0,AB::ElectronicComponentGenerator::1.0,ok,
Sops/Parts/AB.FlangeGenerator.2.0.hda,AB::FlangeGenerator::2.0,boxx1_flange_v01,MISMATCH,
Sops/Parts/AB.HardwareMaker.2.0.hda,AB::HardwareMaker::2.0,AOD::MOD.HardwareMaker::1.0,MISMATCH,legacy AOD lineage
Sops/Parts/AB.PipesAndEnds.1.0.hda,AB::PipesAndEnds::1.0,AOD::hoses_and_ends::1.0,MISMATCH,legacy AOD lineage
Sops/Parts/AB.SimplePipe.2.0.hda,AB::SimplePipe::2.0,AB::SimplePipe::2.0,ok,
Sops/Parts/AB.ValveGenerator.2.0.hda,AB::ValveGenerator::2.0,AOD::MD_Valves::1.1,MISMATCH,legacy AOD lineage
Sops/Parts/AB.VentGenerator.2.0.hda,AB::VentGenerator::2.0,AB::VentGenerator::2.0,ok,
Sops/PlantOns/AB.ArchitecturalPlantOns.2.0.hda,AB::ArchitecturalPlantOns::2.0,AB::ArchitecturalPlantOns::2.0,ok,
Sops/PlantOns/AB.PlantOnsFuturistic.2.0.hda,AB::PlantOnsFuturistic::2.0,AB::PlantOnsFuturistic::2.0,ok,
Sops/Scatters/AB..PhylotaxisScatter.1.0.hda,AB::PhylotaxisScatter::1.0,AB::PhylotaxisScatter::1.0,ok,
Sops/Scatters/AB.CliffordAttractor.1.0.hda,AB::CliffordAttractor::1.0,AB::CliffordAttractor::1.0,ok,
Sops/Scatters/AB.Flocking.1.0.hda,AB::Flocking::1.0,AB::Flocking::1.0,ok,
Sops/Scatters/AB.MultiAxisPointScatter.1.0.hda,AB::MultiAxisPointScatter::1.0,AB::MultiAxisPointScatter::1.0,ok,
Sops/Scatters/AB.RadialScatterVex.1.0.hda,AB::RadialScatterVex::1.0,AB::RadialScatterVex::1.0,ok,
Sops/SetDressing/AB.CeramicPotGenerator.1.0.hda,AB::CeramicPotGenerator::1.0,AB::CeramicPotGenerator::1.0,ok,
Sops/SetDressing/AB.HangingClothGenerator.1.5.hda,AB::HangingClothGenerator::1.5,AB::HangingClothGenerator::1.5,ok,
Sops/SetDressing/AB.HayBaleGenerator.1.0.hda,AB::HayBaleGenerator::1.0,AB::HayBaleGenerator::1.0,ok,
Sops/SetDressing/AB.SmallBridgeGenerator.0.5.hda,AB::SmallBridgeGenerator::1.0,AB::SmallBridgeGenerator::1.0,ok,
Sops/SetDressing/AB.WoodenPierGenerator.1.0.hda,AB::WoodenPierGenerator::1.0,AB::WoodenPierGenerator::1.0,ok,
Sops/Utilities/AB.CircularNoise.1.0.hda,AB::CircularNoise::1.0,AB::CircularNoise::1.0,ok,
Sops/Utilities/AB.ColorByVelocity.1.0.hda,AB::ColorByVelocity::1.0,AB::ColorByVelocity::1.0,ok,
Sops/Utilities/AB.CreateLODs.2.0.hda,AB::CreateLODs::2.0,AB::CreateLODs::2.0,ok,
Sops/Utilities/AB.CreateRGBNoise.1.0.hda,AB::CreateRGBNoise::1.0,AB::CreateRGBNoise::1.0,ok,
Sops/Utilities/AB.EngineAttributes.1.0.hda,AB::EngineAttributes::1.0,AB::EngineAttributes::1.0,ok,
Sops/Utilities/AB.ExportPack.1.0.hda,AB::ExportPack::1.0,AB::ExportPack::1.0,ok,
Sops/Utilities/AB.MaterialBinding.1.0.hda,AB::MaterialBinding::1.0,AB::MaterialBinding::1.0,ok,
Sops/Utilities/AB.MaterialLibrary.1.0.hda,AB::MaterialLibrary::1.0,AB::MaterialLibrary::1.0,ok,
Sops/Utilities/AB.PythonScripter.1.0.hda,AB::PythonScripter::1.0,AB::PythonScripter::1.0,ok,
Sops/Utilities/AB.RadialFalloff.1.0.hda,AB::RadialFalloff::1.0,AB::RadialFalloff::1.0,ok,
Sops/Utilities/AB.RadialPointSort.1.0.hda,AB::RadialPointSort::1.0,AB::RadialPointSort::1.0,ok,
Sops/Utilities/AB.RadialScatter.1.5.hda,AB::RadialScatter::1.5,AB::RadialScatter::1.5,ok,
Sops/Utilities/AB.RadialSmoothNoise.1.0.hda,AB::RadialSmoothNoise::1.0,AB::RadialSmoothNoise::1.0,ok,
Sops/Utilities/AB.UnrealTerrainWrite.1.0.hda,AB::UnrealTerrainWrite::1.0,AB::UnrealTerrainWrite::1.0,ok,
Sops/Utilities/AB.VisTools.1.0.hda,AB::VisTools::1.0,AB::VisTools::1.0,ok,
Sops/Utilities/AB.ZoneAudit.1.0.hda,AB::ZoneAudit::1.0,AB::ZoneAudit::1.0,ok,
Sops/Utilities/backup/AB.EngineAttributes.1.0_bak1.hda,AB::EngineAttributes::1.0,AB::EngineAttributes::1.0,ok,
Sops/Utilities/backup/AB.EngineAttributes.1.0_bak2.hda,AB::EngineAttributes::1.0,AB::EngineAttributes::1.0,ok,
Sops/Utilities/backup/AB.EngineAttributes.1.0_bak3.hda,AB::EngineAttributes::1.0,AB::EngineAttributes::1.0,ok,
Sops/Utilities/backup/AB.EngineAttributes.1.0_bak4.hda,AB::EngineAttributes::1.0,AB::EngineAttributes::1.0,ok,
Sops/Utilities/backup/AB.ExportPack.1.0_bak1.hda,AB::ExportPack::1.0,AB::ExportPack::1.0,ok,
Sops/Utilities/backup/AB.ExportPack.1.0_bak2.hda,AB::ExportPack::1.0,AB::ExportPack::1.0,ok,
Sops/Utilities/backup/AB.ExportPack.1.0_bak3.hda,AB::ExportPack::1.0,AB::ExportPack::1.0,ok,
Sops/Utilities/backup/AB.ExportPack.1.0_bak4.hda,AB::ExportPack::1.0,AB::ExportPack::1.0,ok,
Sops/Utilities/backup/AB.ExportPack.1.0_bak5.hda,AB::ExportPack::1.0,AB::ExportPack::1.0,ok,
Sops/Utilities/backup/AB.MaterialBinding.1.0_bak1.hda,AB::MaterialBinding::1.0,AB::MaterialBinding::1.0,ok,
Sops/Utilities/backup/AB.MaterialBinding.1.0_bak2.hda,AB::MaterialBinding::1.0,AB::MaterialBinding::1.0,ok,
Sops/Utilities/backup/AB.MaterialBinding.1.0_bak3.hda,AB::MaterialBinding::1.0,AB::MaterialBinding::1.0,ok,
Sops/Utilities/backup/AB.MaterialBinding.1.0_bak4.hda,AB::MaterialBinding::1.0,AB::MaterialBinding::1.0,ok,
Sops/Utilities/backup/AB.MaterialBinding.1.0_bak5.hda,AB::MaterialBinding::1.0,AB::MaterialBinding::1.0,ok,
Sops/Utilities/backup/AB.MaterialBinding.1.0_bak6.hda,AB::MaterialBinding::1.0,AB::MaterialBinding::1.0,ok,
Sops/Utilities/backup/AB.MaterialBinding.1.0_bak7.hda,AB::MaterialBinding::1.0,AB::MaterialBinding::1.0,ok,
Sops/Utilities/backup/AB.MaterialLibrary.1.0_bak1.hda,AB::MaterialLibrary::1.0,AB::MaterialLibrary::1.0,ok,
Sops/Utilities/backup/AB.MaterialLibrary.1.0_bak2.hda,AB::MaterialLibrary::1.0,AB::MaterialLibrary::1.0,ok,
Sops/Utilities/backup/AB.MaterialLibrary.1.0_bak3.hda,AB::MaterialLibrary::1.0,AB::MaterialLibrary::1.0,ok,
Sops/Utilities/backup/AB.MaterialLibrary.1.0_bak4.hda,AB::MaterialLibrary::1.0,AB::MaterialLibrary::1.0,ok,
Sops/Utilities/backup/AB.MaterialLibrary.1.0_bak5.hda,AB::MaterialLibrary::1.0,AB::MaterialLibrary::1.0,ok,
Sops/Utilities/backup/AB.MaterialLibrary.1.0_bak6.hda,AB::MaterialLibrary::1.0,AB::MaterialLibrary::1.0,ok,
Sops/Utilities/backup/AB.ZoneAudit.1.0_bak1.hda,AB::ZoneAudit::1.0,AB::ZoneAudit::1.0,ok,
Sops/Utilities/backup/AB.ZoneAudit.1.0_bak2.hda,AB::ZoneAudit::1.0,AB::ZoneAudit::1.0,ok,
Sops/Utilities/backup/AB.ZoneAudit.1.0_bak3.hda,AB::ZoneAudit::1.0,AB::ZoneAudit::1.0,ok,
Sops/Utilities/backup/AB.ZoneAudit.1.0_bak4.hda,AB::ZoneAudit::1.0,AB::ZoneAudit::1.0,ok,
Sops/VFX/AB.SplashTool.1.0.hda,AB::SplashTool::1.0,AB::SplashTool::1.0,ok,
Sops/Volume/AB.VDBBooleans.1.0.hda,AB::VDBooleans::1.0,AB::VDBooleans::1.0,ok,
Sops/WorldBuilding/AB.GrassGenerator.1.0.hda,AB::GrassGenerator::1.0,AB::GrassGenerator::1.0,ok,
Sops/WorldBuilding/AB.RoadSimpleGenerator.2.0.hda,AB::RoadSimpleGenerator::2.0,AOD::road_creator::1.0,MISMATCH,legacy AOD lineage
Sops/WorldBuilding/AB.RoadSimpleGenerator.2.1.hda,AB::RoadSimpleGenerator::2.1,AOD::road_creator::1.0,MISMATCH,legacy AOD lineage
Sops/WorldBuilding/AB.RoadSimpleGenerator.2.2.hda,AB::RoadSimpleGenerator::2.2,AOD::road_creator::1.0,MISMATCH,legacy AOD lineage
Sops/WorldBuilding/AB.RoadSimpleGenerator.2.3.hda,AB::RoadSimpleGenerator::2.3,AOD::road_creator::1.0,MISMATCH,legacy AOD lineage
Sops/WorldBuilding/AB.RoadSimpleGenerator.2.4.hda,AB::RoadSimpleGenerator::2.4,AOD::road_creator::1.0,MISMATCH,legacy AOD lineage
Sops/WorldBuilding/AB.RoadSimpleGenerator.2.5.hda,AB::RoadSimpleGenerator::2.5,AOD::road_creator::1.0,MISMATCH,legacy AOD lineage
Sops/WorldBuilding/AB.RoadSimpleGenerator.2.6.hda,AB::RoadSimpleGenerator::2.6,AOD::road_creator::1.0,MISMATCH,legacy AOD lineage
Sops/WorldBuilding/AB.RoadSimpleGenerator.2.7.hda,AB::RoadSimpleGenerator::2.7,AOD::road_creator::1.0,MISMATCH,legacy AOD lineage
Sops/WorldBuilding/AB.RoadSimpleGenerator.2.8.hda,AB::RoadSimpleGenerator::2.8,AOD::road_creator::1.0,MISMATCH,legacy AOD lineage
Sops/WorldBuilding/AB.RoadSimpleGenerator.2.9.hda,AB::RoadSimpleGenerator::2.9,AOD::road_creator::1.0,MISMATCH,legacy AOD lineage
Sops/WorldBuilding/AB.RoadSimpleGenerator.3.0.hda,AB::RoadSimpleGenerator::3.0,AOD::road_creator::1.0,MISMATCH,legacy AOD lineage
Sops/WorldBuilding/AB.RoadSimpleGenerator.3.1.hda,AB::RoadSimpleGenerator::3.1,AOD::road_creator::1.0,MISMATCH,legacy AOD lineage
Sops/WorldBuilding/AB.RoadSimpleGenerator.3.2.hda,AB::RoadSimpleGenerator::3.2,AOD::road_creator::1.0,MISMATCH,legacy AOD lineage
Sops/WorldBuilding/AB.RoadSimpleGenerator.3.3.hda,AB::RoadSimpleGenerator::3.3,AOD::road_creator::1.0,MISMATCH,legacy AOD lineage
Sops/WorldBuilding/AB.RoadSimpleGenerator.3.4.hda,AB::RoadSimpleGenerator::3.4,AOD::road_creator::1.0,MISMATCH,legacy AOD lineage
Sops/WorldBuilding/AB.RoadTerrainGenerator.2.9.hda,AB::RoadTerrainGenerator::2.9,AOD::road_creator::1.0,MISMATCH,legacy AOD lineage
Sops/WorldBuilding/backup/AB.RoadSimpleGenerator.3.4_bak1.hda,AB::RoadSimpleGenerator::3.4,AOD::road_creator::1.0,MISMATCH,legacy AOD lineage
