tool,parm,label,type,components,default,menu_items
AB::AirConCondeserGenerator::3.0,MaterialStyle,Material Style,Menu,1,0,3
AB::AirConCondeserGenerator::3.0,PropTypeToolMode,Prop Type,Int,1,0,0
AB::AirConCondeserGenerator::3.0,ToolModeOn,Tool Mode On,Toggle,1,False,0
AB::AirConCondeserGenerator::3.0,uv_layout_on,UV Layout,Toggle,1,False,0
AB::AirConCondeserGenerator::3.0,light_map_uvs,Light Maps On,Toggle,1,False,0
AB::AirConCondeserGenerator::3.0,vis_uvs,Vis UV,Toggle,1,False,0
AB::AirConCondeserGenerator::3.0,use_color,Use Color,Toggle,1,True,0
AB::AntennaGenerator::3.0,MaterialStyle,Material Style,Menu,1,0,3
AB::AntennaGenerator::3.0,PropTypeToolMode,Prop Type,Int,1,0,0
AB::AntennaGenerator::3.0,ToolModeOn,Tool Mode On,Toggle,1,False,0
AB::AntennaGenerator::3.0,uv_layout_on,UV Layout,Toggle,1,False,0
AB::AntennaGenerator::3.0,light_map_uvs,Light Maps On,Toggle,1,False,0
AB::AntennaGenerator::3.0,vis_uvs,Vis UV,Toggle,1,False,0
AB::AntennaGenerator::3.0,use_color,Use Color,Toggle,1,True,0
AB::ApartmentRow::1.2,ABApartentRow,AB Apartent Row,Label,1,,0
AB::ApartmentRow::1.2,labelparm,Message,Label,1,,0
AB::ApartmentRow::1.2,sepparm24,,Separator,0,,0
AB::ApartmentRow::1.2,tool_mode_on,Tool Mode,Toggle,1,False,0
AB::ApartmentRow::1.2,UVLayoutOn,UV Layout,Toggle,1,False,0
AB::ApartmentRow::1.2,LightmapsOn,Lightmaps On,Toggle,1,False,0
AB::ApartmentRow::1.2,UdimOn,UDIM On,Toggle,1,True,0
AB::ApartmentRow::1.2,vis_uv,Vis UV,Toggle,1,False,0
AB::ApartmentRow::1.2,use_color,Use Color,Toggle,1,True,0
AB::ApartmentRow::1.2,sepparm12,,Separator,0,,0
AB::ApartmentRow::1.2,BaseBuildingOptions,Base Building Options,Label,1,,0
AB::ApartmentRow::1.2,BuildingShape,Building Shape,Menu,1,0,3
AB::ApartmentRow::1.2,sepparm7,,Separator,0,,0
AB::ApartmentRow::1.2,BuildingWidth,Building Width,Int,1,20,0
AB::ApartmentRow::1.2,BuildingDepth,Building Depth,Int,1,45,0
AB::ApartmentRow::1.2,base_mod_size,Base Module Size,Int,1,4,0
AB::ApartmentRow::1.2,sepparm14,,Separator,0,,0
AB::ApartmentRow::1.2,CornerOptions,Corner Options,Label,1,,0
AB::ApartmentRow::1.2,sepparm13,,Separator,0,,0
AB::ApartmentRow::1.2,BldCornerSize,Building Corner Size,Float,1,3.0,0
AB::ApartmentRow::1.2,BldCornerDepth,Building Corner Depth,Float,1,0.8,0
AB::ApartmentRow::1.2,rows,Rows,Int,1,20,0
AB::ApartmentRow::1.2,sepparm15,,Separator,0,,0
AB::ApartmentRow::1.2,FloorOptions,Floor Options,Label,1,,0
AB::ApartmentRow::1.2,sepparm16,,Separator,0,,0
AB::ApartmentRow::1.2,LowerFloorHeight,Lower Floor Height,Int,1,2,0
AB::ApartmentRow::1.2,EntryFloorHeight,Entry Floor Height,Int,1,5,0
AB::ApartmentRow::1.2,AddMezzanine,Add Mezzanine,Toggle,1,True,0
AB::ApartmentRow::1.2,MZ_WallHeight,Mezzanine Height,Float,1,4.0,0
AB::ApartmentRow::1.2,MidFloorHeight,Mid Floor Height,Int,1,4,0
AB::ApartmentRow::1.2,MidFloorNumber,Mid Floor Number,Int,1,2,0
AB::ApartmentRow::1.2,TopFloorHeight,Top Floor Height,Int,1,5,0
AB::ApartmentRow::1.2,TopHeight,Top Height,Int,1,2,0
AB::ApartmentRow::1.2,sepparm18,,Separator,0,,0
AB::ApartmentRow::1.2,DoorOptions,Door Options,Label,1,,0
AB::ApartmentRow::1.2,sepparm17,,Separator,0,,0
AB::ApartmentRow::1.2,RS_DoorStyle,Door Style,Menu,1,2,3
AB::ApartmentRow::1.2,RS_HandleStyle,Handle Style,Menu,1,0,4
AB::ApartmentRow::1.2,handle_side,Handle Position,Menu,1,0,2
AB::ApartmentRow::1.2,InsetDoorDepth,Inset Door Depth,Float,1,0.5,0
AB::ApartmentRow::1.2,WinWallSides2,Door Wall Sides,Float,1,1.0,0
AB::ApartmentRow::1.2,sepparm6,,Separator,0,,0
AB::ApartmentRow::1.2,WindowSizingOptions,Window Sizing Options,Label,1,,0
AB::ApartmentRow::1.2,sepparm,,Separator,0,,0
AB::ApartmentRow::1.2,WinWallSides,Window Wall Sides,Float,1,1.0,0
AB::ApartmentRow::1.2,win_wall_open_z,Window Depth,Float,1,0.5,0
AB::ApartmentRow::1.2,WinWallBaseHeight,Below Win Height,Float,1,1.0,0
AB::ApartmentRow::1.2,AboveWindowHeight,Above Win Height,Float,1,1.0,0
AB::ApartmentRow::1.2,sepparm2,,Separator,0,,0
AB::ApartmentRow::1.2,GroundFloorWindowOptions,Ground Floor Window Options,Label,1,,0
AB::ApartmentRow::1.2,sepparm3,,Separator,0,,0
AB::ApartmentRow::1.2,bld_mod_size,Building Mod Size,Int,1,10,0
AB::ApartmentRow::1.2,WindowShape,Window Shape,Menu,1,1,3
AB::ApartmentRow::1.2,CasingDepth3,Wall Opening Depth,Float,1,1.0,0
AB::ApartmentRow::1.2,CasingWidth3,Casing Width,Float,1,0.05,0
AB::ApartmentRow::1.2,WinFrameWidthRect3,Frame Width,Float,1,0.15,0
AB::ApartmentRow::1.2,SK_WinFrameDepthRect3,Frame Depth,Float,1,0.1,0
AB::ApartmentRow::1.2,sepparm8,,Separator,0,,0
AB::ApartmentRow::1.2,MezzanineWindowOptions,Mezzanine Window Options,Label,1,,0
AB::ApartmentRow::1.2,sepparm19,,Separator,0,,0
AB::ApartmentRow::1.2,WindowShape3,Window Shape,Menu,1,0,3
AB::ApartmentRow::1.2,CasingDepth,Wall Opening Depth,Float,1,0.75,0
AB::ApartmentRow::1.2,CasingWidth,Casing Width,Float,1,0.05,0
AB::ApartmentRow::1.2,WinFrameWidthRect,Frame Width,Float,1,0.1593,0
AB::ApartmentRow::1.2,SK_WinFrameDepthRect,Frame Depth,Float,1,0.1,0
AB::ApartmentRow::1.2,sepparm9,,Separator,0,,0
AB::ApartmentRow::1.2,MidFloorWindowOptions,Mid Floor Window Options,Label,1,,0
AB::ApartmentRow::1.2,sepparm20,,Separator,0,,0
AB::ApartmentRow::1.2,WindowShape4,Window Shape,Menu,1,0,3
AB::ApartmentRow::1.2,CasingDepth2,Wall Opening Depth,Float,1,0.3,0
AB::ApartmentRow::1.2,CasingWidth2,Casing Width,Float,1,0.02,0
AB::ApartmentRow::1.2,WinFrameWidthRect2,Frame Width,Float,1,0.08,0
AB::ApartmentRow::1.2,SK_WinFrameDepthRect2,Frame Depth,Float,1,0.1,0
AB::ApartmentRow::1.2,sepparm10,,Separator,0,,0
AB::ApartmentRow::1.2,TopFloorWindowOptions,Top Floor Window Options,Label,1,,0
AB::ApartmentRow::1.2,sepparm21,,Separator,0,,0
AB::ApartmentRow::1.2,WindowShape2,Window Shape,Menu,1,0,3
AB::ApartmentRow::1.2,CasingDepth4,Wall Opening Depth,Float,1,1.0,0
AB::ApartmentRow::1.2,CasingWidth4,Casing Width,Float,1,0.05,0
AB::ApartmentRow::1.2,WinFrameWidthRect4,Frame Width,Float,1,0.15,0
AB::ApartmentRow::1.2,SK_WinFrameDepthRect4,Frame Depth,Float,1,0.1,0
AB::ApartmentRow::1.2,sepparm11,,Separator,0,,0
AB::ApartmentRow::1.2,RoofOptions,Roof Options,Label,1,,0
AB::ApartmentRow::1.2,sepparm22,,Separator,0,,0
AB::ApartmentRow::1.2,RoofStyle,Roof Style,Menu,1,1,2
AB::ApartmentRow::1.2,AddCornice,Add Cornice,Toggle,1,True,0
AB::ApartmentRow::1.2,AddCorniceFacade,Facade Cornice Only,Toggle,1,True,0
AB::ApartmentRow::1.2,PeakHeight,Peak Height,Float,1,6.0,0
AB::ApartmentRow::1.2,sepparm4,,Separator,0,,0
AB::ApartmentRow::1.2,ColorOptions,Color Options,Label,1,,0
AB::ApartmentRow::1.2,sepparm5,,Separator,0,,0
AB::ApartmentRow::1.2,RS_DoorFrameColor,Door Frame,Float,3,0.46;0.4;0.34,0
AB::ApartmentRow::1.2,RS_DoorGlassColor,Door Glass,Float,3,0.66;0.78;0.96,0
AB::ApartmentRow::1.2,MainWallColor,Main Walls,Float,3,0.7;0.7;0.7,0
AB::ApartmentRow::1.2,CorniceColor,Cornice Color,Float,3,0.2;0.2;0.2,0
AB::ApartmentRow::1.2,FrontFenceColor,Front Fence Color,Float,3,0.025;0.025;0.025,0
AB::ApartmentRow::1.2,FrontStepColor,Step Color,Float,3,0.333;0.333;0.333,0
AB::ArchGenerator::2.0,MaterialStyle,Material Style,Menu,1,0,3
AB::ArchGenerator::2.0,AddWall,Add Wall,Toggle,1,True,0
AB::ArchGenerator::2.0,AddDoor,Add Door,Toggle,1,True,0
AB::ArchGenerator::2.0,AddDetailedDoor,Detailed Door On,Toggle,1,False,0
AB::ArchGenerator::2.0,adjPtX,X Point Adj,Float,1,0.0,0
AB::ArchGenerator::2.0,adjPtY2,Y Point Adj,Float,1,0.0,0
AB::ArchGenerator::2.0,center_main_width,Center Width,Float,1,0.2,0
AB::ArchGenerator::2.0,ncy,Total Number,Int,1,1,0
AB::ArchGenerator::2.0,return_len,Return Length,Float,1,0.1,0
AB::ArchGenerator::2.0,ArchRes,Arch Resolution,Int,1,100,0
AB::ArchitecturalPlantOns::2.0,PlantOnStyle,Plant On Style,Menu,1,0,4
AB::ArchitecturalPlantOns::2.0,ClassicalStyleSwitch,Classical Style,Int,1,0,0
AB::ArchitecturalPlantOns::2.0,DecoStyleSwitch,Art Deco Style,Int,1,0,0
AB::AwningGenerator::2.0,MaterialStyle,Material Style,Menu,1,0,4
AB::AwningGenerator::2.0,uv_layout_on,UV Layout,Toggle,1,False,0
AB::AwningGenerator::2.0,lightmaps_on,Lightmaps On,Toggle,1,False,0
AB::AwningGenerator::2.0,vis_uv,Vis UV,Toggle,1,False,0
AB::AwningGenerator::2.0,use_color,Use Color,Toggle,1,False,0
AB::AwningGenerator::2.0,AwningStyle,Awning Style,Menu,1,0,3
AB::AwningGenerator::2.0,LowerDecorationShape,Decoration Shape,Menu,1,0,3
AB::AwningGenerator::2.0,LowerDecorationAmount,Lower Decoration Amount,Int,1,13,0
AB::AwningGenerator::2.0,AddColoredStripes,Colored Stripes On,Toggle,1,False,0
AB::AwningGenerator::2.0,AddStructure,Add Structure,Toggle,1,True,0
AB::AwningGenerator::2.0,AwningDepth,Awning Depth,Float,1,2.0,0
AB::AwningGenerator::2.0,AwningHeight,Awning Height,Float,1,1.0,0
AB::AwningGenerator::2.0,AwningWidth,Awning Width,Float,1,3.0,0
AB::AwningGenerator::2.0,top_thinckness,Top Thickness,Float,1,0.05,0
AB::AwningGenerator::2.0,top_overhang,Top Front Overhang,Float,1,0.1,0
AB::AwningGenerator::2.0,dist,Top Side Overhang,Float,1,1.0,0
AB::AwningGenerator::2.0,MetalColor,Metal ,Float,3,0.5;0.5;0.5,0
AB::AwningGenerator::2.0,StripeColor1,Stripe One,Float,3,0.075;0.1875;0.3,0
AB::AwningGenerator::2.0,StripeColor2,Stripe Two,Float,3,0.075;0.3;0.1875,0
AB::AwningGenerator::2.0,ClothColor,Cloth,Float,3,0.029355;0.0285;0.114,0
AB::BalconyGenerator::2.0,MaterialStyle,Material Style,Menu,1,0,4
AB::BalconyGenerator::2.0,add_pack,Add Name & Pack,Toggle,1,True,0
AB::BalconyGenerator::2.0,AddLightmapUVs,Add Lightmap UV,Toggle,1,False,0
AB::BalconyGenerator::2.0,lightmap_style,Lightmap Style,Menu,1,0,2
AB::BalconyGenerator::2.0,BalconyDepth,Depth,Float,1,1.25,0
AB::BalconyGenerator::2.0,length,Length,Float,1,3.0,0
AB::BalconyGenerator::2.0,balc_flr_height,Floor Thickness,Float,1,0.1,0
AB::BalconyGenerator::2.0,filletshape,Floor Bevel Style,Menu,1,3,6
AB::BalconyGenerator::2.0,flr_bev_size,Floor Bevel Size,Float,1,0.01,0
AB::BalconyGenerator::2.0,divisions2,Divisions,Int,1,1,0
AB::BalconyGenerator::2.0,sepparm,,Separator,0,,0
AB::BalconyGenerator::2.0,BannisterVerticalCopies,Bannister Number,Int,1,3,0
AB::BalconyGenerator::2.0,BannisterVertSep,Banister Seperation,Float,1,0.2,0
AB::BalconyGenerator::2.0,ptfilletshape,Banister Bevel Style,Menu,1,3,4
AB::BalconyGenerator::2.0,BanisterCornerBevel,Banister Corner Bevel,Float,1,0.1,0
AB::BalconyGenerator::2.0,CornerDivisions,Corner Divisions,Int,1,8,0
AB::BalconyGenerator::2.0,BannisterRadius,Bannister Radius,Float,1,0.04,0
AB::BalconyGenerator::2.0,add_bevels,Add Bevels,Toggle,1,True,0
AB::BalconyGenerator::2.0,HardwareStyle,Hardware Style,Menu,1,0,3
AB::BalconyGenerator::2.0,FinalScale,Uniform Scale,Float,1,0.3,0
AB::BalconyGenerator::2.0,BoltHeight,Bolt Height,Float,1,0.5,0
AB::BalconyGenerator::2.0,BoltResolution,Bolt Resolution,Int,1,12,0
AB::BalconyGenerator::2.0,AddWasher,Add Washer,Toggle,1,True,0
AB::BalconyGenerator::2.0,WasherThickness,Washer Thickness,Float,1,0.04,0
AB::BalconyGenerator::2.0,WasherResolution,Washer Resolution,Int,1,24,0
AB::BalconyGenerator::2.0,PlatformColor,Platform,Float,3,0.6667;0.6667;0.6667,0
AB::BalconyGenerator::2.0,BannisterColor,Bannister,Float,3,0.333;0.333;0.333,0
AB::BalconyGenerator::2.0,ColorBolt,Bolt,Float,3,0.333;0.333;0.333,0
AB::BalconyGenerator::2.0,ColorNut,Nut,Float,3,0.2;0.2;0.2,0
AB::BalconyGenerator::2.0,ColorWasher,Washer,Float,3,0.5;0.5;0.5,0
AB::BarbwireGenerator::2.0,PathShape,Path Shape,Menu,1,0,2
AB::BarbwireGenerator::2.0,UVLayoutOn,UV Layout,Toggle,1,False,0
AB::BarbwireGenerator::2.0,BarbwireLength,Length,Float,1,20.0,0
AB::BarbwireGenerator::2.0,loops,Loops,Float,1,10.0,0
AB::BarbwireGenerator::2.0,points,Points,Int,1,200,0
AB::BarbwireGenerator::2.0,DeformPoint01,Deform Point One,Float,1,5.0,0
AB::BarbwireGenerator::2.0,DeformPoint02,Deform Point Two,Float,1,-5.0,0
AB::BarbwireGenerator::2.0,labelparm,Noise,Label,1,,0
AB::BarbwireGenerator::2.0,lac,Lacunarity,Float,1,1.841,0
AB::BarbwireGenerator::2.0,offset,Offset,Float,3,0.0;0.0;0.0,0
AB::BarbwireGenerator::2.0,elementscale,Scale,Float,3,2.0;2.0;2.0,0
AB::BarbwireGenerator::2.0,height,Height,Float,1,1.0,0
AB::BarbwireGenerator::2.0,elementsize,Element Size,Float,1,1.0,0
AB::BarbwireGenerator::2.0,basis,Noise Type,String,1,simplex,14
AB::BarbwireGenerator::2.0,fractal,Fractal Type,String,1,hmfT,4
AB::BarbwireGenerator::2.0,oct,Max Octaves,Int,1,8,0
AB::BarbwireGenerator::2.0,rough,Roughness,Float,1,0.5,0
AB::BarbwireGenerator::2.0,Barb_Color,Barb Color,Ramp,1,6,0
AB::BarbwireGenerator::2.0,seed_Barb_Color,Seed Barb Color,Int,1,1,0
AB::BarbwireGenerator::2.0,color,Color,Float,3,0.1;0.1;0.1,0
AB::BillboardGenerator::2.1,MaterialStyle,Material Style,Menu,1,0,2
AB::BillboardGenerator::2.1,UVLayoutOn,UV Layout On,Toggle,1,False,0
AB::BillboardGenerator::2.1,PackOn,Pack,Toggle,1,False,0
AB::BillboardGenerator::2.1,AddDoubleBillboard,Add Double Billboard,Toggle,1,False,0
AB::BillboardGenerator::2.1,MainSupportHeight,Main Support Height,Float,1,4.0,0
AB::BillboardGenerator::2.1,MainSupportRadScale,Main Sopprt Radius,Float,1,0.5,0
AB::BillboardGenerator::2.1,TorsionSupportWidth,Torsion Support Width,Float,1,1.3,0
AB::BillboardGenerator::2.1,TorsionSupportHeight,Torsion Support Height,Float,1,0.2,0
AB::BillboardGenerator::2.1,TorsionTubeLength,Torsion Tube Length,Float,1,8.0,0
AB::BillboardGenerator::2.1,TorsionTubeRotation,Torsion Tube Rotation,Float,1,0.0,0
AB::BillboardGenerator::2.1,SupportBevelsOn,Add Support Bevels,Toggle,1,True,0
AB::BillboardGenerator::2.1,SupportBevelsOffset,Support Bevel Amount,Float,1,0.02,0
AB::BillboardGenerator::2.1,SupportBevelsShape,Support Bevels Shape,Menu,1,4,5
AB::BillboardGenerator::2.1,SupportBevelsDiv,Support Bevels Div,Int,1,12,0
AB::BillboardGenerator::2.1,sepparm,,Separator,0,,0
AB::BillboardGenerator::2.1,ButtonOptionsLabel,Button Options,Label,1,,0
AB::BillboardGenerator::2.1,BoltsOn,Add Bolts,Toggle,1,True,0
AB::BillboardGenerator::2.1,NumOfBolts,Number of Bolts,Int,1,12,0
AB::BillboardGenerator::2.1,sepparm2,,Separator,0,,0
AB::BillboardGenerator::2.1,AddWeldLine,Add Weld Line,Toggle,1,True,0
AB::BillboardGenerator::2.1,WeldLineRadius,Weld Line Radius,Float,1,0.02,0
AB::BillboardGenerator::2.1,WeldLineDiv,Weld Line Divisions,Int,1,8,0
AB::BillboardGenerator::2.1,sepparm3,,Separator,0,,0
AB::BillboardGenerator::2.1,PlatformOptions,Platform Options,Label,1,,0
AB::BillboardGenerator::2.1,PlatformWidth,Platform Width,Float,1,2.0,0
AB::BillboardGenerator::2.1,WoodPlankNumber,Wood Plank Number,Int,1,9,0
AB::BillboardGenerator::2.1,PlankSizeRandom,Plank Size Random,Float,1,0.48,0
AB::BillboardGenerator::2.1,sepparm5,,Separator,0,,0
AB::BillboardGenerator::2.1,PlatformSupportOptions,Platform Support Options,Label,1,,0
AB::BillboardGenerator::2.1,PlatformMetalSyle,Support Style,Menu,1,0,2
AB::BillboardGenerator::2.1,PlatformSupportNumber,Support Number,Int,1,6,0
AB::BillboardGenerator::2.1,MetalExtrusionWidth,Metal Ext  Width,Float,1,0.15,0
AB::BillboardGenerator::2.1,MetalExtrusionHeight,Metal Ext Height,Float,1,0.2,0
AB::BillboardGenerator::2.1,ExtrusionThickness,Extrusion Thickness,Float,1,0.02,0
AB::BillboardGenerator::2.1,sepparm6,,Separator,0,,0
AB::BillboardGenerator::2.1,BillboardVertSupportOption,Billboard Vertical Support Options,Label,1,,0
AB::BillboardGenerator::2.1,ext_type,Shape Type,Menu,1,0,5
AB::BillboardGenerator::2.1,segs,Amount,Int,1,6,0
AB::BillboardGenerator::2.1,BaseWidth,Metal Ext  Width,Float,1,0.15,0
AB::BillboardGenerator::2.1,BaseHeight,Metal Ext Height,Float,1,0.25,0
AB::BillboardGenerator::2.1,ExtrusionThickness2,Extrusion Thickness,Float,1,0.015,0
AB::BillboardGenerator::2.1,sepparm7,,Separator,0,,0
AB::BillboardGenerator::2.1,BillboardHorizSupportOption,Billboard Horizontal Support Options,Label,1,,0
AB::BillboardGenerator::2.1,ext_type2,Shape Type,Menu,1,1,5
AB::BillboardGenerator::2.1,segs2,Number,Int,1,4,0
AB::BillboardGenerator::2.1,BaseWidth2,Metal Ext  Width,Float,1,0.15,0
AB::BillboardGenerator::2.1,BaseHeight2,Metal Ext Height,Float,1,0.25,0
AB::BillboardGenerator::2.1,ExtrusionThickness3,Extrusion Thickness,Float,1,0.015,0
AB::BillboardGenerator::2.1,sepparm4,,Separator,0,,0
AB::BillboardGenerator::2.1,MainSupportColor,Main Support Color,Float,3,0.392;0.27842;0.195608,0
AB::BillboardGenerator::2.1,ColorOptions,Color Options,Label,1,,0
AB::BillboardGenerator::2.1,BoltsColor,Bolts Color,Ramp,1,2,0
AB::BillboardGenerator::2.1,NutsColor,Nuts Color,Ramp,1,2,0
AB::BillboardGenerator::2.1,WashersColor,Washers Color,Ramp,1,2,0
AB::BillboardGenerator::2.1,VerticalBackSupportColor,V Back Support Color,Ramp,1,2,0
AB::BillboardGenerator::2.1,HorizBackSupportColor,H Back Support Color,Ramp,1,2,0
AB::BlocksRGB::1.0,work_mode,Work Mode,Menu,1,0,4
AB::BlocksRGB::1.0,MaterialStyle,Material Style,Menu,1,0,3
AB::BlocksRGB::1.0,BL_input_res,Input Map Res,Menu,1,1,4
AB::BlocksRGB::1.0,AB_gridRes,Grid Res,Menu,1,0,4
AB::BlocksRGB::1.0,rgb_map_in,Color Map,String,1,,0
AB::BlocksRGB::1.0,NB_map,Neighborhood Map,String,1,,0
AB::BlocksRGB::1.0,use_color,Uce Color,Toggle,1,True,0
AB::BlocksRGB::1.0,main_xform,Translate,Float,3,0.0;0.0;0.0,0
AB::BlocksRGB::1.0,PK_cornerRad,Corner Radius,Float,1,10.0,0
AB::BlocksRGB::1.0,divisions2,Divisions,Int,1,12,0
AB::BlocksRGB::1.0,freq,Frequency,Float,3,1.0;1.0;1.0,0
AB::BlocksRGB::1.0,offset2,Offset,Float,3,0.0;0.0;0.0,0
AB::BlocksRGB::1.0,rough,Roughness,Float,1,0.226,0
AB::BlocksRGB::1.0,maxoctave,Max Octaves,Int,1,8,0
AB::BlocksRGB::1.0,noisetype,Noise Type,String,1,noise,2
AB::BlocksRGB::1.0,PK_color_ramp,Park Color Ramp,Ramp,1,2,0
AB::BlocksRGB::1.0,sepparm,,Separator,0,,0
AB::BlocksRGB::1.0,labelparm3,Color Options,Label,1,,0
AB::BlocksRGB::1.0,building_plane_color,Building Plane,Float,3,0.2;0.2;0.2,0
AB::BlocksRGB::1.0,sidewalk_color,Sidewalk,Float,3,0.05;0.05;0.05,0
AB::BlocksRGB::1.0,curbs_color,Curbs,Float,3,0.0125;0.0125;0.0125,0
AB::BlocksRGB::1.0,asphalt_color,Asphalt,Float,3,0.2;0.2;0.2,0
AB::BlocksRGB::1.0,crosswalk_clr,Crosswalks,Float,3,1.0;1.0;1.0,0
AB::BlocksRGB::1.0,manhole_clr,Manholes,Float,3,0.053;0.033125;0.01325,0
AB::BlocksRGB::1.0,streetlinmes_clr,Street Lines,Float,3,0.75;0.75;0.75,0
AB::BlocksRGB::1.0,streets_ctr_line_clr,Streets Center Line,Float,3,1.0;1.0;0.0,0
AB::BlocksRGB::1.0,con_pad_clr,Concrete Pads,Float,3,0.2;0.2;0.2,0
AB::BlocksRGB::1.0,wharf_clr,Wharf,Float,3,0.079;0.057512;0.057512,0
AB::BridgeGenerator::2.0,BR_BridgeStyle,Bridge Style,Menu,1,0,4
AB::BridgeGenerator::2.0,BR_MaterialStyle,Material Style,Menu,1,0,3
AB::BridgeGenerator::2.0,BR_UVLayouOn,UV Layout On,Toggle,1,False,0
AB::BridgeGenerator::2.0,BR_LightmapsOn,Lightmaps On,Toggle,1,False,0
AB::BridgeGenerator::2.0,BR_BridgeLenght,Bridge Length,Float,1,200.0,0
AB::BridgeGenerator::2.0,BR_BridgeWidth,Bridge Width,Float,1,20.0,0
AB::BridgeGenerator::2.0,BR_RoadSideCurbSize,Road Side Width,Float,1,3.0,0
AB::BridgeGenerator::2.0,sepparm,,Separator,0,,0
AB::BridgeGenerator::2.0,BR_UnderSupportSTyle,Under Support Style,Menu,1,0,2
AB::BridgeGenerator::2.0,BR_UpperArchHeight,Upper Arch Height,Float,1,27.0,0
AB::BridgeGenerator::2.0,BR_UpperArchHeight2,Arch Scalar,Float,1,45.0,0
AB::BridgeGenerator::2.0,BR_LowerArchHeight,Lower Arch Height,Float,1,10.0,0
AB::BridgeGenerator::2.0,BR_MainSupportHeight,Main Support Height,Float,1,2.0,0
AB::BridgeGenerator::2.0,BR_MainSupportDepth,Main Support Depth,Float,1,3.0,0
AB::BridgeGenerator::2.0,BR_SidewalkColor,Sidewalk,Float,3,0.333;0.333;0.333,0
AB::BridgeGenerator::2.0,BR_RoadColor,Road,Float,3,0.025;0.025;0.025,0
AB::BridgeGenerator::2.0,BR_StructureColor,Structure,Float,3,0.12376;0.221;0.12376,0
AB::BuildingFootprintGenerator::1.0,BuildingShape,BuildingShape,Menu,1,0,3
AB::BuildingFootprintGenerator::1.0,ToolModeOn,Tool Mode On,Toggle,1,False,0
AB::BuildingFootprintGenerator::1.0,BuildingWidth,Building Width,Float,1,100.0,0
AB::BuildingFootprintGenerator::1.0,BuildingDepth,Building Depth,Float,1,100.0,0
AB::BuildingFootprintGenerator::1.0,BldCornerSize,Building Corner Size,Float,1,4.0,0
AB::BuildingFootprintGenerator::1.0,ModuleWidth,Module Width,Float,1,10.0,0
AB::BuildingLightGenerator::2.1,MaterialStyle,Material Style,Menu,1,0,3
AB::BuildingLightGenerator::2.1,UVLayoutOn,UV Layout On,Toggle,1,False,0
AB::BuildingLightGenerator::2.1,MasterLightStyle,LightStyle,Menu,1,0,4
AB::BuildingLightGenerator::2.1,sepparm,,Separator,0,,0
AB::BuildingLightGenerator::2.1,ModernLightOptions,Modern Light Options,Label,1,,0
AB::BuildingLightGenerator::2.1,MN_LightStyle,Light Style,Menu,1,0,3
AB::BuildingLightGenerator::2.1,MN_WallPlateWidth,Wall Plate Width,Float,1,0.2,0
AB::BuildingLightGenerator::2.1,MN_WallPlateHeight,Wall Plate Height,Float,1,0.2,0
AB::BuildingLightGenerator::2.1,MN_WallPlateDepth2,Wall Plate Depth,Float,1,0.01,0
AB::BuildingLightGenerator::2.1,MN_StemWidth,Stem Width,Float,1,0.04,0
AB::BuildingLightGenerator::2.1,StemHeight,Stem Height,Float,1,0.1,0
AB::BuildingLightGenerator::2.1,StemDepth,Stem Depth,Float,1,0.2,0
AB::BuildingLightGenerator::2.1,radscale,Radius Scale,Float,1,0.1,0
AB::BuildingLightGenerator::2.1,LightTopHeight,Light Top Height,Float,1,0.2,0
AB::BuildingLightGenerator::2.1,LightEmitHeight,Light Emit Height,Float,1,0.1,0
AB::BuildingLightGenerator::2.1,EmitLightBevelOn,Emit Light Bevel On,Toggle,1,False,0
AB::BuildingLightGenerator::2.1,EmitLightBevelDist,Bevel Amount,Float,1,0.01,0
AB::BuildingLightGenerator::2.1,filletshape,Shape,Menu,1,4,5
AB::BuildingLightGenerator::2.1,divisions,Divisions,Int,1,4,0
AB::BuildingLightGenerator::2.1,sepparm2,,Separator,0,,0
AB::BuildingLightGenerator::2.1,CL_LightStyle,Light Style,Menu,1,0,3
AB::BuildingLightGenerator::2.1,sepparm3,,Separator,0,,0
AB::BuildingLightGenerator::2.1,IndustrialLightOptions,Industrial Light Options,Label,1,,0
AB::BuildingLightGenerator::2.1,IndustrialLightStyle,IndLight Style,Menu,1,0,2
AB::BuildingLightGenerator::2.1,LightSupportElbowHeight,Elbow Height,Float,1,0.243,0
AB::BuildingLightGenerator::2.1,ElbowScaleAdjust,Elbow Scale Adjust,Float,1,0.83,0
AB::BuildingLightGenerator::2.1,IND_MountedRotX,Rot X,Float,1,15.0,0
AB::BuildingLightGenerator::2.1,IND_MountedRotY,Rot Y,Float,1,0.0,0
AB::BuildingLightGenerator::2.1,IND_MountedMasterScale,Scale ,Float,1,0.5,0
AB::BuildingLightGenerator::2.1,sepparm4,,Separator,0,,0
AB::BuildingLightGenerator::2.1,ColorOptions,Color Options,Label,1,,0
AB::BuildingLightGenerator::2.1,MN_WallPlateDepth,Wall Plate Depth,Float,1,0.01,0
AB::BuildingLightGenerator::2.1,MetalColor,Metal Color,Float,3,0.2;0.2;0.2,0
AB::BuildingLightGenerator::2.1,EmitColor,Emit Color,Float,3,1.0;0.84;0.5,0
AB::BusStopGenerator::2.0,uv_layout_on,UV Layouy,Toggle,1,False,0
AB::BusStopGenerator::2.0,lightmaps_on,Light Maps On,Toggle,1,False,0
AB::BusStopGenerator::2.0,vis_uv,Vis UV,Toggle,1,False,0
