tool,parm,label,type,components,default,menu_items
AB::SignPlate::1.0,MatFront,Material Front,String,1,,0
AB::SignPlate::1.0,MatBack,Material Back,String,1,,0
AB::SignPlate::1.0,ProfileBranch,Profile Branch,Int,1,0,0
AB::SignPlate::1.0,ShapeDivs,Shape Divisions,Int,1,0,0
AB::SignPlate::1.0,ShapeRotate,Shape Rotate,Float,1,0.0,0
AB::SimplePipe::2.0,main_shape,Main Shape,Menu,1,0,2
AB::SimplePipe::2.0,pipe_rad,Pipe Radius,Float,1,0.1,0
AB::SimplePipe::2.0,leng_1,Length 1,Float,1,1.0,0
AB::SimplePipe::2.0,leng_2,Length 2,Float,1,1.0,0
AB::SimplePipe::2.0,leng_3,Length 3,Float,1,1.0,0
AB::SimplePipe::2.0,sepparm,,Separator,0,,0
AB::SimplePipe::2.0,elb_rad_1,Elbow radius 1,Float,1,1.0,0
AB::SimplePipe::2.0,elb_rad_2,Elbow radius 2,Float,1,1.0,0
AB::SimplePipe::2.0,sepparm2,,Separator,0,,0
AB::SimplePipe::2.0,add_flange,Add Flange,Toggle,1,True,0
AB::SimplePipe::2.0,flange_len,Flange Length,Float,1,1.0,0
AB::SimplePipe::2.0,flange_scale,Flange Scale,Float,1,2.0,0
AB::SimplePipe::2.0,flange_bev,Flange Bevel,Float,1,0.1,0
AB::SingleBlockGenerator::2.0,MaterialStyle,Material Style,Menu,1,0,3
AB::SingleBlockGenerator::2.0,PackOn,Pack On,Toggle,1,False,0
AB::SingleBlockGenerator::2.0,UVLayoutOn,UV Layout On,Toggle,1,False,0
AB::SingleBlockGenerator::2.0,BlockLength,Block Length,Float,1,100.0,0
AB::SingleBlockGenerator::2.0,BlockWidth,Block Width,Float,1,100.0,0
AB::SingleBlockGenerator::2.0,CurbRadius,Curb Radius,Float,1,2.0,0
AB::SingleBlockGenerator::2.0,AddStreetProps,Add Street Props,Toggle,1,False,0
AB::SingleBlockGenerator::2.0,AddPadDetails,Add Pad Details,Toggle,1,False,0
AB::SkylightGenerator::2.0,MaterialStyle,Material Style,Menu,1,0,3
AB::SkylightGenerator::2.0,work_mode,Work Mode,Menu,1,0,2
AB::SkylightGenerator::2.0,uv_layout_on,UV Layout,Toggle,1,False,0
AB::SkylightGenerator::2.0,lightmaps_on,Lightmaps On,Toggle,1,False,0
AB::SkylightGenerator::2.0,vis_uv,Vis UV,Toggle,1,False,0
AB::SkylightGenerator::2.0,use_color,Use Color,Toggle,1,True,0
AB::SkylightGenerator::2.0,PackGeo,Pack Geo,Toggle,1,True,0
AB::SkylightGenerator::2.0,width,Width,Float,1,4.0,0
AB::SkylightGenerator::2.0,SideWallHeight,Side Wall Height,Float,1,1.0,0
AB::SkylightGenerator::2.0,PeakWallHeight,Peak Height,Float,1,1.0,0
AB::SkylightGenerator::2.0,depth,Depth,Float,1,6.0,0
AB::SkylightGenerator::2.0,divs,Windows,Int,1,4,0
AB::SkylightGenerator::2.0,inset1,Frame Inset 1,Float,1,0.05,0
AB::SkylightGenerator::2.0,inset2,Frame Inset 2,Float,1,0.01,0
AB::SkylightGenerator::2.0,inset3,Frame Inset 3,Float,1,0.075,0
AB::SkylightGenerator::2.0,dist,Glass Frame Depth,Float,1,0.04,0
AB::SkylightGenerator::2.0,sepparm,,Separator,0,,0
AB::SkylightGenerator::2.0,labelparm,Bevel Options,Label,1,,0
AB::SkylightGenerator::2.0,add_bev,Add Bevels,Toggle,1,True,0
AB::SkylightGenerator::2.0,bev_size,Bevel Size,Float,1,0.002,0
AB::SkylightGenerator::2.0,filletshape,Shape,Menu,1,3,6
AB::SkylightGenerator::2.0,divisions,Divisions,Int,1,2,0
AB::SkylightGenerator::2.0,sepparm2,,Separator,0,,0
AB::SkylightGenerator::2.0,labelparm2,Color Options,Label,1,,0
AB::SkylightGenerator::2.0,EmitInt,Emission Intensity,Float,1,1.0,0
AB::SkylightGenerator::2.0,metal_color,Metal,Float,3,0.2;0.2;0.2,0
AB::SkylightGenerator::2.0,EmitColor,Emit Color,Float,3,1.0;0.824875;0.533,0
AB::SkylightGenerator::2.0,glass_color,Glass,Float,3,0.75;0.8;1.0,0
AB::SkyscraperGenerator::2.1,FT_BuildingStyle,Building Style,Menu,1,0,4
AB::SkyscraperGenerator::2.1,MaterialStyle,Material Style,Menu,1,0,3
AB::SkyscraperGenerator::2.1,UVStyleMenu,UV Style,Menu,1,1,3
AB::SkyscraperGenerator::2.1,ToolModeOn,Tool Mode,Toggle,1,False,0
AB::SkyscraperGenerator::2.1,LightmapsOn,Lightmaps On,Toggle,1,False,0
AB::SkyscraperGenerator::2.1,UVLayoutOn,UV Layout On,Toggle,1,False,0
AB::SkyscraperGenerator::2.1,VisUV,Vis UV,Toggle,1,False,0
AB::SkyscraperGenerator::2.1,AddBuildingBase,Add Base,Toggle,1,False,0
AB::SkyscraperGenerator::2.1,BuildingOptions,Building Options,Label,1,,0
AB::SkyscraperGenerator::2.1,BuildingWidth,Building Width,Float,1,100.0,0
AB::SkyscraperGenerator::2.1,BuildingDepth,Building Depth,Float,1,100.0,0
AB::SkyscraperGenerator::2.1,BldCornerSize,Corner Size,Float,1,100.0,0
AB::SkyscraperGenerator::2.1,BuildingHeight,Building Height,Int,1,300,0
AB::SkyscraperGenerator::2.1,GF_Height,Ground Flr. Height,Int,1,20,0
AB::SkyscraperGenerator::2.1,TF_Height,Top Flr Height,Int,1,10,0
AB::SkyscraperGenerator::2.1,TP_Height,Top Height,Int,1,10,0
AB::SkyscraperGenerator::2.1,MainModuleHeight,Module Height,Int,1,6,0
AB::SkyscraperGenerator::2.1,MainModuleWidth,Module Width,Float,1,10.0,0
AB::SkyscraperGenerator::2.1,sepparm3,,Separator,0,,0
AB::SkyscraperGenerator::2.1,labelparm2,Roof Options,Label,1,,0
AB::SkyscraperGenerator::2.1,RoofStyle,Roof Style,Menu,1,0,3
AB::SkyscraperGenerator::2.1,AddGuardRail,Add Guard Rail,Toggle,1,True,0
AB::SkyscraperGenerator::2.1,inset,Inset 1,Float,1,2.0,0
AB::SkyscraperGenerator::2.1,dist2,Extrude 1,Float,1,20.0,0
AB::SkyscraperGenerator::2.1,inset2,Inset 2,Float,1,2.0,0
AB::SkyscraperGenerator::2.1,dist3,Distance 2,Float,1,20.0,0
AB::SkyscraperGenerator::2.1,GuardRailHeight,Guard Rail Height,Float,1,1.0,0
AB::SkyscraperGenerator::2.1,SupportSeperation,Support Seperation,Float,1,2.0,0
AB::SkyscraperGenerator::2.1,RailRadius,Rail Radius,Float,1,0.05,0
AB::SkyscraperGenerator::2.1,div2,Guard Rail Div,Int,1,8,0
AB::SkyscraperGenerator::2.1,div3,Support Div,Int,1,4,0
AB::SkyscraperGenerator::2.1,RF_BarrelVaultHeightAdj,Barrel Vault Height,Float,1,40.0,0
AB::SkyscraperGenerator::2.1,divu,Barrel Vault Res,Int,1,40,0
AB::SkyscraperGenerator::2.1,sepparm5,,Separator,0,,0
AB::SkyscraperGenerator::2.1,labelparm5,Window Options,Label,1,,0
AB::SkyscraperGenerator::2.1,newparameter7,Random Values,Toggle,1,True,0
AB::SkyscraperGenerator::2.1,newparameter4,Select,Int,1,1,0
AB::SkyscraperGenerator::2.1,newparameter5,of,Int,1,2,0
AB::SkyscraperGenerator::2.1,selectoffset1,Offset,Int,1,0,0
AB::SkyscraperGenerator::2.1,sepparm2,,Separator,0,,0
AB::SkyscraperGenerator::2.1,twist,Twist,Float,1,0.0,0
AB::SkyscraperGenerator::2.1,tapermode,Taper Mode,Menu,1,1,2
AB::SkyscraperGenerator::2.1,taper,Taper,Float,1,1.0,0
AB::SkyscraperGenerator::2.1,sepparm,,Separator,0,,0
AB::SkyscraperGenerator::2.1,labelparm,Side Support Options,Label,1,,0
AB::SkyscraperGenerator::2.1,AddSideSupports,Add Side Supports,Toggle,1,False,0
AB::SkyscraperGenerator::2.1,scale,Main Support Radius,Float,1,1.0,0
AB::SkyscraperGenerator::2.1,divs,Support Divisions,Int,1,12,0
AB::SkyscraperGenerator::2.1,dist,Support Interior Lenth,Float,1,8.0,0
AB::SkyscraperGenerator::2.1,segs,Number of Int Supports,Int,1,10,0
AB::SkyscraperGenerator::2.1,radius1,Interior Support Radius,Float,1,0.3,0
AB::SkyscraperGenerator::2.1,div,Int Support Divisions,Int,1,8,0
AB::SkyscraperGenerator::2.1,newparameter2,Bottom Curve Scalar,Float,1,0.165,0
AB::SkyscraperGenerator::2.1,newparameter3,Mid Curve Scalar,Float,1,1.0,0
AB::SkyscraperGenerator::2.1,newparameter,Top Curve Scalar,Float,1,0.165,0
AB::SkyscraperGenerator::2.1,sepparm4,,Separator,0,,0
AB::SkyscraperGenerator::2.1,labelparm4,Color Options,Label,1,,0
AB::SkyscraperGenerator::2.1,color6,Concrete,Float,3,0.333;0.333;0.333,0
AB::SkyscraperGenerator::2.1,color_GuardRail,Guard Rail,Float,3,0.2;0.2;0.2,0
AB::SkyscraperGenerator::2.1,color4,Walls,Float,3,0.2;0.2;0.2,0
AB::SkyscraperGenerator::2.1,color5,Roof,Float,3,0.2;0.2;0.2,0
AB::SkyscraperGenerator::2.1,color3,Window Frames,Float,3,0.075;0.3;0.3,0
AB::SkyscraperGenerator::2.1,color2,Window Glass Lit,Float,3,1.0;1.0;0.0,0
AB::SkyscraperGenerator::2.1,color,Windows Glass Unlit,Float,3,0.0;1.0;1.0,0
AB::SkyscraperGenerator::2.1,SideTowerRadius,Side Tower Radius,Float,1,8.0,0
AB::SkyscraperGenerator::2.1,twist2,Twist,Float,1,0.0,0
AB::SkyscraperGenerator::2.1,tapermode2,Mode,Menu,1,1,2
AB::SkyscraperGenerator::2.1,taper2,Taper,Float,1,1.0,0
AB::SkyscraperGenerator::2.1,newparameter6,Corner Size,Float,1,20.0,0
AB::SkyscraperGenerator::2.1,AdjustWidthCurves,Adjust Width Curve,Float,1,20.0,0
AB::SkyscraperGenerator::2.1,inset3,Window Frame Thickness,Float,1,0.4,0
AB::SkyscraperGenerator::2.1,twist3,Twist,Float,1,0.0,0
AB::SkyscraperGenerator::2.1,tapermode3,Mode,Menu,1,1,2
AB::SkyscraperGenerator::2.1,taper3,Taper,Float,1,1.0,0
AB::SkyscraperGenerator::2.1,BuildingStyleSwitch,Building Style Switch,Int,1,0,0
AB::SmallBridgeGenerator::1.0,dist,Length,Float,1,1.0,0
AB::SmallBridgeGenerator::1.0,arc_height,Arc Height,Float,1,0.0,0
AB::SmallBridgeGenerator::1.0,segs,Number of Planks,Int,1,22,0
AB::SmallBridgeGenerator::1.0,plank_length,Plank Length,Float,1,0.5,0
AB::SmallBridgeGenerator::1.0,plank_height,Plank Height,Float,1,0.01,0
AB::SmallBridgeGenerator::1.0,sepparm,,Separator,0,,0
AB::SmallBridgeGenerator::1.0,bev_opt,Bevel Options,Label,1,,0
AB::SmallBridgeGenerator::1.0,add_bev,Add Bevels,Toggle,1,False,0
AB::SmallBridgeGenerator::1.0,offsetmode,Offset,Menu,1,0,2
AB::SmallBridgeGenerator::1.0,bev_amt,Bevel Amount,Float,1,0.0,0
AB::SolarPanelGenerator::3.0,MaterialStyle,Material Style,Menu,1,0,3
AB::SolarPanelGenerator::3.0,PropTypeToolMode,Prop Type,Int,1,0,0
AB::SolarPanelGenerator::3.0,ToolModeOn,Tool Mode On,Toggle,1,False,0
AB::SolarPanelGenerator::3.0,uv_layout_on,UV Layout,Toggle,1,False,0
AB::SolarPanelGenerator::3.0,light_map_uvs,Light Maps On,Toggle,1,False,0
AB::SolarPanelGenerator::3.0,vis_uvs,Vis UV,Toggle,1,False,0
AB::SolarPanelGenerator::3.0,use_color,Use Color,Toggle,1,True,0
AB::SolarPanelGenerator::3.0,mainpanel_width,Main Panel Width,Float,1,3.0,0
AB::SolarPanelGenerator::3.0,mainpanel_height,Main Panel Height,Float,1,1.0,0
AB::SolarPanelGenerator::3.0,mainpanel_depth,Main Panel Depth,Float,1,0.05,0
AB::SolarPanelGenerator::3.0,num_of_legs,Number of Legs,Int,1,6,0
AB::SolarPanelGenerator::3.0,panel_angle,Panel Angle,Int,1,35,0
AB::SolarPanelGenerator::3.0,main_panel_divisions,Main Panel Divisions,Int,1,5,0
AB::SolarPanelGenerator::3.0,main_panel_divisions2,Second Panel Divisions,Int,1,5,0
AB::SolarPanelGenerator::3.0,cols,Solar Panel Div Vert.,Int,1,4,0
AB::SolarPanelGenerator::3.0,rows,Solar Panel Div Horiz.,Int,1,4,0
AB::SpaceFillingCircuit::1.0,startpts,Start Points,String,1,0-3,0
AB::SpaceFillingCircuit::1.0,resimulate,Reset Simulation,Button,1,,0
AB::SpaceFillingCircuit::1.0,speed,Speed,Float,1,0.1,0
AB::SpaceFillingCircuit::1.0,rotate_chance,Rotate Chance,Float,1,0.25,0
AB::SpaceFillingCircuit::1.0,steps_between_bends,Steps Between Bends,Int,1,3,0
AB::SpaceFillingCircuit::1.0,seed,Seed,Float,1,0.422,0
AB::SpaceFillingCircuit::1.0,WireColor,Wire Color,Ramp,1,2,0
AB::SplashTool::1.0,particlesep,Particle Separation,Float,1,0.03,0
AB::SplashTool::1.0,radiusscale,Particle Radius Scale,Float,1,1.2,0
AB::SplashTool::1.0,gridscale,Grid Scale,Float,1,1.5,0
AB::SplashTool::1.0,initvel,Initialize Velocity,Toggle,1,True,0
AB::SplashTool::1.0,velocity,Initial Velocity,Float,3,0.0;10.0;5.0,0
AB::SplashTool::1.0,minimumsubsteps,Min Substeps,Int,1,1,0
AB::SplashTool::1.0,substeps,Max Substeps,Int,1,2,0
AB::StairGenerator::1.0,stairType,Stair Type,Menu,1,0,3
AB::StairGenerator::1.0,stairBaseLength,Stair Base Length,Float,1,2.0,0
AB::StairGenerator::1.0,numStair,Stair Quantity,Int,1,10,0
AB::StairGenerator::1.0,stairWidth,Stair Width,Float,1,2.0,0
AB::StairGenerator::1.0,collOn,Collison Geo On,Toggle,1,False,0
AB::StairGenerator::1.0,lMapsOn,Lightmaps On,Toggle,1,False,0
AB::StairGenerator::1.0,addLeft,Add Left,Toggle,1,False,0
AB::StairGenerator::1.0,addRight,Add Right,Toggle,1,False,0
AB::StairGenerator::1.0,addBack,Add Back,Toggle,1,False,0
AB::StairwayTops::3.0,MaterialStyle,Material Style,Menu,1,0,3
AB::StairwayTops::3.0,PropTypeToolMode,Prop Type,Int,1,0,0
AB::StairwayTops::3.0,ToolModeOn,Tool Mode On,Toggle,1,False,0
AB::StairwayTops::3.0,uv_layout_on,UV Layout,Toggle,1,False,0
AB::StairwayTops::3.0,light_map_uvs,Light Maps On,Toggle,1,False,0
AB::StairwayTops::3.0,vis_uvs,Vis UV,Toggle,1,False,0
AB::StairwayTops::3.0,use_color,Use Color,Toggle,1,True,0
AB::StairwayTops::3.0,sepparm3,,Separator,0,,0
AB::StairwayTops::3.0,labelparm3,Building Options,Label,1,,0
AB::StairwayTops::3.0,WallBevelsOn,Wall Bevels On,Toggle,1,True,0
AB::StairwayTops::3.0,RoofBevelsOn,Roof Bevels On,Toggle,1,True,0
AB::StairwayTops::3.0,stairweel_top_width,Stairwell Top Width,Float,1,4.0,0
AB::StairwayTops::3.0,stairweel_top_depth,Stairwell Top Depth,Float,1,4.0,0
AB::StairwayTops::3.0,stairweel_top_height,Stairwell Top Height,Float,1,3.0,0
AB::StairwayTops::3.0,roof_overhang,Roof Overhang,Float,1,0.1,0
AB::StairwayTops::3.0,roof_overhang_height,Roof Overhang Height,Float,1,0.3,0
AB::StairwayTops::3.0,RoofSlopeAmount,Roof Slope,Float,1,1.0,0
AB::StairwayTops::3.0,sepparm2,,Separator,0,,0
AB::StairwayTops::3.0,DoorOptionsLabel,Door Options,Label,1,,0
AB::StairwayTops::3.0,handle_side,Handle Position,Menu,1,0,2
AB::StairwayTops::3.0,DoorPlaneOn,Door Plane On,Toggle,1,False,0
AB::StairwayTops::3.0,CM_DoorDepth,Door Depth,Float,1,0.1,0
AB::StairwayTops::3.0,CM_doorStileWidth,Stile Width,Float,1,0.15,0
AB::StairwayTops::3.0,CM_DoorBottomRail,Bottom Rail,Float,1,0.4,0
AB::StairwayTops::3.0,CM_DoorTopRail,Top Rail,Float,1,0.15,0
AB::StairwayTops::3.0,door_height,Door Height,Float,1,2.0,0
AB::StairwayTops::3.0,door_width,Door Width,Float,1,1.0,0
AB::StairwayTops::3.0,sepparm5,,Separator,0,,0
AB::StairwayTops::3.0,labelparm2,Window Options,Label,1,,0
AB::StairwayTops::3.0,win_wall_choice,Window Wall,Menu,1,0,3
AB::StairwayTops::3.0,window_width,Window Width,Float,1,2.0,0
AB::StairwayTops::3.0,window_height,Window Height,Float,1,1.0,0
AB::StairwayTops::3.0,window_depth,Window Depth,Float,1,0.1,0
AB::StairwayTops::3.0,inset,Window Frame Thickness,Float,1,0.05,0
AB::StairwayTops::3.0,num_of_rows,Slat Amount,Int,1,20,0
AB::StairwayTops::3.0,sepparm,,Separator,0,,0
AB::StairwayTops::3.0,labelparm,Colors,Label,1,,0
AB::StairwayTops::3.0,CM_DoorFrameColor,Door Frame,Float,3,0.333;0.333;0.333,0
AB::StairwayTops::3.0,CM_DoorGlassColor,Glass,Float,3,0.66;0.78;0.96,0
AB::StairwayTops::3.0,ConcreteStepColor,Concrete Step,Float,3,0.333;0.333;0.333,0
AB::StairwayTops::3.0,DoorColor,Door,Float,3,0.8;0.8;0.8,0
AB::StairwayTops::3.0,GlowPlaneColor,Glow Plane,Float,3,1.0;0.88968;0.409,0
AB::StairwayTops::3.0,RoofTopColor,Roof Top,Float,3,0.1;0.1;0.1,0
AB::StairwayTops::3.0,RoofSidesColor,Roof Sides,Float,3,0.33;0.33;0.33,0
AB::StairwayTops::3.0,walls_color,Walls,Float,3,0.75;0.75;0.75,0
AB::StairwayTops::3.0,WallsInteriorColor,Walls Interior,Float,3,1.0;1.0;1.0,0
AB::StairwayTops::3.0,WallLowerBand,Wall Lower Band,Float,3,0.33;0.33;0.33,0
AB::StairwayTops::3.0,WindowColor,Window,Float,3,0.2;0.2;0.2,0
AB::StairwayTops::3.0,sepparm4,,Separator,0,,0
AB::StairwayTops::3.0,ConcreteStepUEMat,Concrete Step UE Mat,String,1,MaterialInstanceConstant'/Game/Materials/Concretes/Concrete_ORM-001.Concrete_ORM-001',0
AB::StairwayTops::3.0,RoofUE_Mat,Roof UE Mat,String,1,MaterialInstanceConstant'/Game/Materials/WallsInterior/Walls_InteriorPlaster-001.Walls_InteriorPlaster-001',0
AB::StairwayTops::3.0,DoorPlaneUEMat,Door Plane UE Mat,String,1,MaterialInstanceConstant'/Game/Materials/Concretes/Concrete_ORM-001.Concrete_ORM-001',0
AB::StreetLightGenerator::2.2,WorkMode,Work Mode,Menu,1,0,2
AB::StreetLightGenerator::2.2,MaterialStyle,Material Style,Menu,1,0,2
AB::StreetLightGenerator::2.2,LightStyle,Light Style,Menu,1,0,2
AB::StreetLightGenerator::2.2,uv_layout_one,UV Layout,Toggle,1,False,0
AB::StreetLightGenerator::2.2,lightmaps_on,Light Maps On,Toggle,1,False,0
AB::StreetLightGenerator::2.2,vis_uvs,Vis UV,Toggle,1,False,0
AB::StreetLightGenerator::2.2,newparameter,Use Color,Toggle,1,True,0
AB::StreetLightGenerator::2.2,add_bevels,Add Bevels,Toggle,1,False,0
AB::StreetLightGenerator::2.2,sepparm8,,Separator,0,,0
AB::StreetLightGenerator::2.2,TrafficLightStyle,Traffic Light Style,Menu,1,0,3
AB::StreetLightGenerator::2.2,TrafficLight_01,TrafficLight 01,Label,1,,0
AB::StreetLightGenerator::2.2,labelparm,Structure Adjustments,Label,1,,0
AB::StreetLightGenerator::2.2,light_base_width,Light Base Width,Float,1,0.5,0
AB::StreetLightGenerator::2.2,base_height,Base Height,Float,1,0.5,0
AB::StreetLightGenerator::2.2,light_main_height,Light Main Height,Float,1,4.0,0
AB::StreetLightGenerator::2.2,light_arm_height,Light Arm Height,Float,1,0.1,0
AB::StreetLightGenerator::2.2,light_arm_length,Light Arm Length,Float,1,2.0,0
AB::StreetLightGenerator::2.2,arm_height_offset,Arm Height Offset,Float,1,0.5,0
AB::StreetLightGenerator::2.2,light_width,Light Width,Float,1,2.0,0
AB::StreetLightGenerator::2.2,light_length,Light Length,Float,1,1.5,0
AB::StreetLightGenerator::2.2,light_emit_depth,Light Emitter Depth,Float,1,0.2,0
AB::StreetLightGenerator::2.2,traffic_light_arm_lngth,Traffic Light Arm Length,Float,1,3.0,0
AB::StreetLightGenerator::2.2,sepparm4,,Separator,0,,0
AB::StreetLightGenerator::2.2,add_walk_sign,Add Walk Sign,Toggle,1,True,0
AB::StreetLightGenerator::2.2,walk_sign_attatch_pt,Walk Sign Attatch Point,Int,1,0,0
AB::StreetLightGenerator::2.2,add_cross_button,Add Cross Button,Toggle,1,True,0
AB::StreetLightGenerator::2.2,walk_sign_attatch_pt2,Cross Button Attatch Point,Int,1,0,0
AB::StreetLightGenerator::2.2,add_on_adj,Ad On Adjustments,Label,1,,0
AB::StreetLightGenerator::2.2,light1_adj_z2,Light One Horiz Adjust,Float,1,0.0,0
AB::StreetLightGenerator::2.2,light1_adj_y,Light One Yert Adjust,Float,1,0.0,0
AB::StreetLightGenerator::2.2,light2_adj_Z,Light Two Horiz Adjust,Float,1,0.0,0
AB::StreetLightGenerator::2.2,light2_adj_y,Light Two Yert Adjust,Float,1,0.0,0
AB::StreetLightGenerator::2.2,light2_adj_Z2,Sign One Horiz Adjust,Float,1,0.0,0
AB::StreetLightGenerator::2.2,light2_adj_y2,Sign One Yert Adjust,Float,1,0.0,0
AB::StreetLightGenerator::2.2,light2_adj_Z3,Sign Two Horiz Adjust,Float,1,0.0,0
AB::StreetLightGenerator::2.2,light2_adj_y3,Sign Two Yert Adjust,Float,1,0.0,0
AB::StreetLightGenerator::2.2,light2_adj_Z4,Sign Three Horiz Adjust,Float,1,0.0,0
AB::StreetLightGenerator::2.2,light2_adj_y4,Sign Three Yert Adjust,Float,1,0.0,0
AB::StreetLightGenerator::2.2,sepparm6,,Separator,0,,0
AB::StreetLightGenerator::2.2,TrafficLight_02,TrafficLight 02,Label,1,,0
AB::StreetLightGenerator::2.2,light_b_pole_shape2,Pole Shape,Menu,1,1,2
AB::StreetLightGenerator::2.2,light_b_pole_rad,Pole Radius,Float,1,0.1,0
AB::StreetLightGenerator::2.2,dist,Distance,Float,1,3.0,0
AB::StreetLightGenerator::2.2,sepparm9,,Separator,0,,0
AB::StreetLightGenerator::2.2,TrafficLight_03,Traffic Light 03,Label,1,,0
AB::StreetLightGenerator::2.2,sepparm10,,Separator,0,,0
AB::StreetLightGenerator::2.2,light_c_pole_shape,Pole Shape,Menu,1,1,2
AB::StreetLightGenerator::2.2,dist2,Distance,Float,1,3.0,0
AB::StreetLightGenerator::2.2,light_c_pole_rad2,Pole Radius,Float,1,0.1,0
AB::StreetLightGenerator::2.2,add_croos_light,Add Cross Light,Toggle,1,True,0
AB::StreetLightGenerator::2.2,add_cross_button2,Add Cross Button,Toggle,1,True,0
AB::StreetLightGenerator::2.2,attacth_walk_pt_1,Walk Sight Attach Point,Int,1,0,0
AB::StreetLightGenerator::2.2,attacth_walk_pt_2,Walk Sight Attach Point,Int,1,0,0
AB::StreetLightGenerator::2.2,attacth_walk_pt_3,Cross Button Attach Point,Int,1,0,0
AB::StreetLightGenerator::2.2,sepparm7,,Separator,0,,0
AB::StreetLightGenerator::2.2,StreetLightOptions2,Street Light Options,Label,1,,0
AB::StreetLightGenerator::2.2,sepparm5,,Separator,0,,0
AB::StreetLightGenerator::2.2,StreetLightOptions,Street Light Options,Label,1,,0
AB::StreetLightGenerator::2.2,StreetLightArmLength,Street Light Arm Lenth,Float,1,2.6,0
AB::StreetLightGenerator::2.2,light1_adj_z,Light One Horiz Adjust,Float,1,0.0,0
AB::StreetLightGenerator::2.2,light2_adj_z,Light Two Horiz Adjust,Float,1,0.0,0
AB::StreetLightGenerator::2.2,street_light_style,Street Light Style,Menu,1,0,3
AB::StreetLightGenerator::2.2,traffic_light_arm_lngth2,Traffic Light Arm Length,Float,1,6.0,0
AB::StreetLightGenerator::2.2,light_base_width2,Light Base Width,Float,1,0.75,0
AB::StreetLightGenerator::2.2,base_height2,Base Height,Float,1,1.0,0
AB::StreetLightGenerator::2.2,base_top_inset2,Base Top Inset,Float,1,0.25,0
AB::StreetLightGenerator::2.2,light_main_height2,Light Main Height,Float,1,6.0,0
AB::StreetLightGenerator::2.2,light_arm_height2,Light Arm Height,Float,1,0.2,0
AB::StreetLightGenerator::2.2,light_width2,Light Width,Float,1,3.0,0
AB::StreetLightGenerator::2.2,light_length2,Light Length,Float,1,1.0,0
AB::StreetLightGenerator::2.2,light_emit_depth2,Light Emitter Depth,Float,1,0.1,0
AB::StreetLightGenerator::2.2,arm_height_offset2,Arm Height Offset,Float,1,1.0,0
AB::StreetLightGenerator::2.2,light_arm_length2,Light Arm Length,Float,1,6.0,0
AB::StreetLightGenerator::2.2,street_light_b_height,Height,Float,1,3.0,0
AB::StreetLightGenerator::2.2,liight_stem_style,Light Stem Style,Menu,1,1,2
AB::StreetLightGenerator::2.2,st_light_c_base_width,Base Width,Float,1,0.25,0
AB::StreetLightGenerator::2.2,st_light_c_base_height2,Base Height,Float,1,0.025,0
AB::StreetLightGenerator::2.2,stem_1_height,Stem One Height,Float,1,0.1,0
AB::StreetLightGenerator::2.2,stem_1_height2,Main Stem Height,Float,1,2.0,0
AB::StreetLightGenerator::2.2,stem_1_height3,Light Attachment Height,Float,1,0.1,0
AB::StreetLightGenerator::2.2,stem_height,Stem Height,Float,1,1.0,0
AB::StreetLightGenerator::2.2,stem_depth,Stem Depth,Float,1,1.0,0
AB::StreetLightGenerator::2.2,stem_rad,Stem Radius,Float,1,0.2,0
AB::StreetLightGenerator::2.2,divisions,Radius Resolution,Int,1,12,0
AB::StreetLightGenerator::2.2,radius,Stem Radius,Float,1,0.04,0
AB::StreetLightGenerator::2.2,liht_rad,Light Radius,Float,1,0.1,0
AB::StreetLightGenerator::2.2,sgn1_sizeX,Sign One Width,Float,1,0.75,0
AB::StreetLightGenerator::2.2,sgn1_sizeY,Sign One Height,Float,1,0.5,0
AB::StreetLightGenerator::2.2,sgn1_sizeZ,Sign One Depth,Float,1,0.1,0
AB::StreetLightGenerator::2.2,sign1_border_amt,Sign One Border,Float,1,0.05,0
AB::StreetLightGenerator::2.2,add_sign1_corner_bev,Add Corner Bevels,Toggle,1,True,0
AB::StreetLightGenerator::2.2,sign1_corner_bevel_amt,Sign One Corner Bevel Amt,Float,1,0.02,0
AB::StreetLightGenerator::2.2,sign1_filletshape,Sign Bevel Size,Menu,1,4,5
AB::StreetLightGenerator::2.2,sepparm,,Separator,0,,0
AB::StreetLightGenerator::2.2,sgn2_sizeX2,Sign Two Width,Float,1,0.75,0
AB::StreetLightGenerator::2.2,sgn1_sizeY2,Sign Two Height,Float,1,0.5,0
AB::StreetLightGenerator::2.2,sgn1_sizeZ2,Sign Two Depth,Float,1,0.05,0
AB::StreetLightGenerator::2.2,sign1_border_amt2,Sign Two Border,Float,1,0.05,0
AB::StreetLightGenerator::2.2,add_sign1_corner_bev2,Add Corner Bevels,Toggle,1,True,0
AB::StreetLightGenerator::2.2,sign1_corner_bevel_amt2,Sign Two Corner Bevel Amt,Float,1,0.02,0
AB::StreetLightGenerator::2.2,sign1_filletshape2,Sign Two Bevel Size,Menu,1,4,5
AB::StreetLightGenerator::2.2,sepparm2,,Separator,0,,0
AB::StreetLightGenerator::2.2,sgn2_sizeX3,Sign Three Width,Float,1,0.5,0
AB::StreetLightGenerator::2.2,sgn1_sizeY3,Sign Three Height,Float,1,0.5,0
AB::StreetLightGenerator::2.2,sgn1_sizeZ3,Sign Three Depth,Float,1,0.1,0
AB::StreetLightGenerator::2.2,add_sign1_corner_bev3,Add Corner Bevels,Toggle,1,True,0
