tool,inner_node,node_type,parm_family,n_referenced,n_in_family,confidence,literals,referenced
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_04/CreateSideSupports/resample1,resample,,1,2,medium,dolength=0 dosegs=1,segs
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_04/CreateSideSupports/polywire1,polywire,,2,1,medium,maxscale=100,div radius
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_04/CreateSideSupports/resample2,resample,,1,2,medium,dolength=0 dosegs=1,segs
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_02/CreateFootprint/circle1,circle,,1,6,medium,type=2 orient=2 reverse=0 order=2 arc=1 endangle=270,scale
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_02/CreateFootprint/resample2,resample,,1,1,medium,edge=1,length
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_02/CreateFootprint/resample3,resample,,1,1,medium,edge=1,length
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_02/CreateFootprint/resample4,resample,,1,1,medium,edge=1,length
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_02/CreateFootprint/resample5,resample,,1,1,medium,edge=1,length
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_02/ProcessBuilding/twist1,bend,,3,7,medium,enablebend=0 enabletwist=1 enabletaper=1 diry=1 dirz=0 length=380 taperprofile1value=1,taper tapermode twist
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_02/ProcessBuilding/ProcessFloors/ProcessMF/color1,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_02/ProcessBuilding/ProcessFloors/ProcessMF/color_MF_Corners,color,,3,6,medium,deleteallcolorattribs=1 class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_02/ProcessBuilding/ProcessFloors/ProcessMF/color_WindowGlass,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_02/ProcessBuilding/ProcessFloors/ProcessMF/color_WindowGlassLit,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_02/ProcessBuilding/ProcessFloors/ProcessTF/color1,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_02/ProcessBuilding/ProcessFloors/ProcessTF/color_TF_Corners,color,,3,6,medium,deleteallcolorattribs=1 class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_02/ProcessBuilding/ProcessFloors/ProcessTF/color_WindowGlass,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_02/ProcessBuilding/ProcessFloors/ProcessTF/color_WindowGlassLit,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_02/ProcessBuilding/ProcessFloors/ProcessTP/color_TP_Walls,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_02/ProcessBuilding/ProcessFloors/ProcessBuildingBase/color1,color,,3,6,medium,deleteallcolorattribs=1 class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_02/ProcessBuilding/ProcessFloors/ProcessGF/color1,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_02/ProcessBuilding/ProcessFloors/ProcessGF/color_MF_Corners,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_02/ProcessBuilding/ProcessFloors/ProcessGF/color_WindowGlass,color,,3,4,medium,ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_02/ProcessBuilding/ProcessFloors/ProcessGF/color_WindowGlassLit,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_02/ProcessBuilding/ProcessFloors/ProcessRoof/CreateGuardRail/color_GuardRail,color,,3,6,medium,deleteallcolorattribs=1 class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_02/ProcessBuilding/ProcessFloors/ProcessRoof/CreateGuardRail/line1,line,,1,2,medium,diry=0 dirz=-1,dist
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_02/ProcessBuilding/ProcessFloors/ProcessRoof/CreateGuardRail/polywire1,polywire,,2,1,medium,maxscale=100,div radius
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_02/ProcessBuilding/ProcessFloors/ProcessRoof/CreateGuardRail/polywire2,polywire,,2,1,medium,maxscale=100,div radius
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_02/ProcessBuilding/ProcessFloors/ProcessRoof/ProcessRoof/color_Roof,color,,3,6,medium,deleteallcolorattribs=1 class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_02/ProcessBuilding/ProcessFloors/ProcessRoof/CreateRoofExtrudes/polyext_Inset1,polyextrude::2.0,,1,11,medium,outputfrontgrp=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,inset
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_02/ProcessBuilding/ProcessFloors/ProcessRoof/CreateRoofExtrudes/polyext_Height1,polyextrude::2.0,,1,11,medium,outputfrontgrp=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,dist
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_02/ProcessBuilding/ProcessFloors/ProcessRoof/CreateRoofExtrudes/polyext_Inset2,polyextrude::2.0,,1,11,medium,outputfrontgrp=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,inset
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_02/ProcessBuilding/ProcessFloors/ProcessRoof/CreateRoofExtrudes/polyextrude4,polyextrude::2.0,,1,11,medium,outputfrontgrp=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,dist
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_02/ProcessBuilding/ProcessFloors/ProcessRoof/CreateBarrelVault/transform2,xform,,1,2,medium,grouptype=3 sx=2.9,ty
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_02/ProcessBuilding/ProcessFloors/ProcessRoof/CreateBarrelVault/transform3,xform,,2,1,medium,grouptype=3,sz ty
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_02/ProcessBuilding/ProcessFloors/ProcessRoof/CreateBarrelVault/convert1,convert,,1,2,medium,stdswitcher1=1 divv=0,divu
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_02/ProcessBuilding/ProcessFloors/ProcessRoof/CreateBarrelVault/convert2,convert,,17,1,medium,stdswitcher1=1,divtrim divu divv fromtype group interphull lodtrim lodu lodv new offset orderu orderv pasteattrib pastecoord surftype totype
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_02/ProcessBuilding/ProcessFloors/ProcessRoof/CreateBarrelVault/tube1,tube,rad,1,4,high,orient=2 vertexnormals=1 rad1=50 height=100,rad2
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_02/ProcessBuilding/ProcessBuildingMass/polyextrude1,polyextrude::2.0,,1,16,medium,xformfront=1 xformspace=1 outputfrontgrp=1 outputback=1 outputbackgrp=1 outputsidegrp=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,translatey
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_02/ProcessBuilding/ProcessBuildingMass/polyextrude2,polyextrude::2.0,,2,11,medium,outputsidegrp=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,dist divs
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_02/ProcessBuilding/ProcessBuildingMass/polyextrude3,polyextrude::2.0,,1,11,medium,outputsidegrp=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,dist
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/Skyscraper_02/ProcessBuilding/ProcessBuildingMass/polyextrude4,polyextrude::2.0,,1,11,medium,outputsidegrp=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,dist
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/RN_bld_001/circle1,circle,rad,1,5,high,type=1 orient=2 reverse=0 radx=100 divs=60,rady
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/RN_bld_001/copy1,copyxform,,1,1,medium,ty=5,ncy
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/RN_bld_001/polyextrude2,polyextrude::2.0,,1,12,medium,inset=0.2 outputfrontgrp=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,dist
AB::SkyscraperGenerator::2.1,/obj/AnalysisHolder/probe_126/RN_bld_001/polyextrude7,polyextrude::2.0,,1,12,medium,outputfront=0 outputsidegrp=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,dist
AB::SmallBridgeGenerator::1.0,/obj/AnalysisHolder/probe_127/line1,line,,1,3,medium,diry=0 dirz=1 points=3,dist
AB::SmallBridgeGenerator::1.0,/obj/AnalysisHolder/probe_127/transform1,xform,,1,2,medium,grouptype=3 pz=0.5,ty
AB::SmallBridgeGenerator::1.0,/obj/AnalysisHolder/probe_127/resample1,resample,,1,2,medium,dolength=0 dosegs=1,segs
AB::SmallBridgeGenerator::1.0,/obj/AnalysisHolder/probe_127/polyextrude1,polyextrude::2.0,,1,12,medium,xformfront=1 xformspace=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,translatex
AB::SmallBridgeGenerator::1.0,/obj/AnalysisHolder/probe_127/polyextrude2,polyextrude::2.0,,1,14,medium,outputfrontgrp=1 outputback=1 outputfrontseamgrp=1 outputbackseamgrp=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,dist
AB::SmallBridgeGenerator::1.0,/obj/AnalysisHolder/probe_127/polybevel1,polybevel::2.0,,1,6,medium,offset=0.001 profileramp1value=0.5 profileramp1interp=2 profileramp2pos=1 profileramp2value=0.5 profileramp2interp=2,offsetmode
AB::SolarPanelGenerator::3.0,/obj/AnalysisHolder/probe_128/create_solar_panels/grid1,grid,,3,1,medium,rows=2,cols sizex sizey
AB::SolarPanelGenerator::3.0,/obj/AnalysisHolder/probe_128/create_solar_panels/grid2,grid,,1,4,medium,orient=0 sizex=0.632 sizey=0.882 cols=2,rows
AB::SolarPanelGenerator::3.0,/obj/AnalysisHolder/probe_128/create_solar_panels/grid3,grid,,2,3,medium,orient=0 sizex=0.7584 sizey=0.21168,cols rows
AB::SolarPanelGenerator::3.0,/obj/AnalysisHolder/probe_128/create_solar_panels/transform4,xform,,1,4,medium,parmgroup_pivotxform=1 px=0 py=0 pz=0,tz
AB::SolarPanelGenerator::3.0,/obj/AnalysisHolder/probe_128/create_solar_panels/polyextrude4,polyextrude::2.0,,1,11,medium,outputback=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,dist
AB::SolarPanelGenerator::3.0,/obj/AnalysisHolder/probe_128/create_solar_panels/create_legs/line1,line,,1,2,medium,dirx=1 diry=0,dist
AB::SolarPanelGenerator::3.0,/obj/AnalysisHolder/probe_128/create_solar_panels/create_legs/resample1,resample,,1,2,medium,dolength=0 dosegs=1,segs
AB::SolarPanelGenerator::3.0,/obj/AnalysisHolder/probe_128/create_solar_panels/mats/RP_1/parm_metallic,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::SolarPanelGenerator::3.0,/obj/AnalysisHolder/probe_128/create_solar_panels/mats/RP_1/parm_reflecttint,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::SolarPanelGenerator::3.0,/obj/AnalysisHolder/probe_128/create_solar_panels/mats/RP_1/parm_coat,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::SolarPanelGenerator::3.0,/obj/AnalysisHolder/probe_128/create_solar_panels/mats/RP_1/parm_basecolor,parameter,,1,5,medium,parmtype=19 colordefr=0.2 colordefg=0.2 colordefb=0.2 rangeint2=1,parmprefix
AB::SolarPanelGenerator::3.0,/obj/AnalysisHolder/probe_128/create_solar_panels/mats/RP_2/parm_metallic,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::SolarPanelGenerator::3.0,/obj/AnalysisHolder/probe_128/create_solar_panels/mats/RP_2/parm_reflecttint,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::SolarPanelGenerator::3.0,/obj/AnalysisHolder/probe_128/create_solar_panels/mats/RP_2/parm_coat,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::SolarPanelGenerator::3.0,/obj/AnalysisHolder/probe_128/create_solar_panels/mats/RP_2/parm_basecolor,parameter,,1,5,medium,parmtype=19 colordefr=0.2 colordefg=0.2 colordefb=0.2 rangeint2=1,parmprefix
AB::SolarPanelGenerator::3.0,/obj/AnalysisHolder/probe_128/create_solar_panels/mats/RP_3/parm_metallic,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::SolarPanelGenerator::3.0,/obj/AnalysisHolder/probe_128/create_solar_panels/mats/RP_3/parm_reflecttint,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::SolarPanelGenerator::3.0,/obj/AnalysisHolder/probe_128/create_solar_panels/mats/RP_3/parm_coat,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::SolarPanelGenerator::3.0,/obj/AnalysisHolder/probe_128/create_solar_panels/mats/RP_3/parm_basecolor,parameter,,1,5,medium,parmtype=19 colordefr=0.2 colordefg=0.2 colordefb=0.2 rangeint2=1,parmprefix
AB::SolarPanelGenerator::3.0,/obj/AnalysisHolder/probe_128/create_solar_panels/mats/RP_4/parm_metallic,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::SolarPanelGenerator::3.0,/obj/AnalysisHolder/probe_128/create_solar_panels/mats/RP_4/parm_reflecttint,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::SolarPanelGenerator::3.0,/obj/AnalysisHolder/probe_128/create_solar_panels/mats/RP_4/parm_coat,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::SolarPanelGenerator::3.0,/obj/AnalysisHolder/probe_128/create_solar_panels/mats/RP_4/parm_basecolor,parameter,,1,5,medium,parmtype=19 colordefr=0.2 colordefg=0.2 colordefb=0.2 rangeint2=1,parmprefix
AB::SolarPanelGenerator::3.0,/obj/AnalysisHolder/probe_128/create_solar_panels/mats/RP_5/parm_metallic,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::SolarPanelGenerator::3.0,/obj/AnalysisHolder/probe_128/create_solar_panels/mats/RP_5/parm_reflecttint,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::SolarPanelGenerator::3.0,/obj/AnalysisHolder/probe_128/create_solar_panels/mats/RP_5/parm_coat,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::SolarPanelGenerator::3.0,/obj/AnalysisHolder/probe_128/create_solar_panels/mats/RP_5/parm_basecolor,parameter,,1,5,medium,parmtype=19 colordefr=0.2 colordefg=0.2 colordefb=0.2 rangeint2=1,parmprefix
AB::SolarPanelGenerator::3.0,/obj/AnalysisHolder/probe_128/create_solar_panels/mats/RP_6/parm_metallic,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::SolarPanelGenerator::3.0,/obj/AnalysisHolder/probe_128/create_solar_panels/mats/RP_6/parm_reflecttint,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::SolarPanelGenerator::3.0,/obj/AnalysisHolder/probe_128/create_solar_panels/mats/RP_6/parm_coat,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::SolarPanelGenerator::3.0,/obj/AnalysisHolder/probe_128/create_solar_panels/mats/RP_6/parm_basecolor,parameter,,1,5,medium,parmtype=19 colordefr=0.2 colordefg=0.2 colordefb=0.2 rangeint2=1,parmprefix
AB::SpaceFillingCircuit::1.0,/obj/AnalysisHolder/probe_129/solver1/d,dopnet,,8,2,medium,stdswitcher1=1 compresssims=0,cacheenabled cachemaxsize cachetodisk resimulate startframe substep timeoffset timestep
AB::SpaceFillingCircuit::1.0,/obj/AnalysisHolder/probe_129/solver1/d/s/Prev_Frame,dopimport,,2,6,medium,singleobject=1 importstyle=1 centeratpivot=0 adddopobjectname=0 pointvels=0 donotsim=1,doposxform doxform
AB::SpaceFillingCircuit::1.0,/obj/AnalysisHolder/probe_129/solver1/d/s/branching,attribwrangle,,3,1,medium,split_chance=0.02,seed speed steps_between_branches
AB::SpaceFillingCircuit::1.0,/obj/AnalysisHolder/probe_129/findshortestpath1,findshortestpath,,1,1,medium,multiplicity=2,startpts
AB::SpaceFillingCircuit::1.0,/obj/AnalysisHolder/probe_129/attribwrangle2,attribwrangle,,11,1,medium,Seed_RampColor=1,Ramp_Color Ramp_Color1cb Ramp_Color1cg Ramp_Color1cr Ramp_Color1interp Ramp_Color1pos Ramp_Color2cb Ramp_Color2cg Ramp_Color2cr Ramp_Color2interp Ramp_Color2pos
AB::SplashTool::1.0,/obj/AnalysisHolder/probe_130/dopnet1/flipsolver1,flipsolver::2.0,,2,12,medium,folder11=5 reseed=0 partsep=1 partsepscale=1.1 limit_sizex=20 limit_sizey=20 limit_sizez=20 limit_ty=10 stickscale=0.5 viscosity=1 usepreconditioner=1 usemgpreconditioner=0,minimumsubsteps substeps
AB::SplashTool::1.0,/obj/AnalysisHolder/probe_130/dopnet1/flipobject1,flipobject,,8,12,medium,initialdata1=3 addviscosity=1 visprim=3 viscosity=10 guidevisramp1cb=0.9 guidevisramp2pos=0.5 guidevisramp2cg=0.9 guidevisramp2cb=0.9 guidevisramp3pos=1 guidevisramp3cr=1 guidevisramp3cg=1 guidevisramp3cb=1,createframe gridscale initvel particlesep radiusscale velocityx velocityy velocityz
AB::SplashTool::1.0,/obj/AnalysisHolder/probe_130/dopnet1/fill_holes/dop_geometry,dopimport,,2,4,medium,importstyle=1 adddopobjectname=0 pointvels=0 donotsim=1,doposxform doxform
AB::SplashTool::1.0,/obj/AnalysisHolder/probe_130/dopnet1/staticobject1,staticobject,,2,5,medium,animategeo=1 display=0 std_switcher_0_2_11=1 collisiondetection=1 uniformdiv=20,bullet_shrink_amount createframe
AB::SplashTool::1.0,/obj/AnalysisHolder/probe_130/particlefluidsurface2,particlefluidsurface::2.0,,4,34,medium,voxelsize=0.5 adaptivity=0.5 dodilate=1 dosmooth=1 dofinalsmooth=1 velvisramp1cb=0.9 velvisramp2pos=0.505791 velvisramp2cg=0.9 velvisramp2cb=0.9 velvisramp3pos=1 velvisramp3cr=1 velvisramp3cg=1 velvisramp3cb=1 vorticityvisramp1cb=0.9 vorticityvisramp2pos=0.5 vorticityvisramp2cg=0.9 vorticityvisramp2cb=0.9 vorticityvisramp3pos=1 vorticityvisramp3cr=1 vorticityvisramp3cg=1 vorticityvisramp3cb=1 maskvisramp1cr=0.2 maskvisramp1cb=1 maskvisramp2pos=0.25 maskvisramp2cg=0.85 maskvisramp2cb=1 maskvisramp3pos=0.5 maskvisramp3cg=1 maskvisramp3cb=0.1 maskvisramp4pos=0.75 maskvisramp4cr=0.95 maskvisramp4cg=1 maskvisramp5pos=1 maskvisramp5cr=1,doerode erodemask erodeoffset particlesep
AB::StairGenerator::1.0,/obj/AnalysisHolder/probe_131/assemble_circular_stair/copy2,copyxform,,3,1,medium,newgroups=1,ncy ry ty
AB::StairGenerator::1.0,/obj/AnalysisHolder/probe_131/assemble_circular_stair/copy3,copyxform,,1,2,medium,ty=0.2 ry=7.7,ncy
AB::StairGenerator::1.0,/obj/AnalysisHolder/probe_131/assemble_circular_stair/polyextrude1,polyextrude::2.0,,1,11,medium,outputfront=0 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,inset
AB::StairGenerator::1.0,/obj/AnalysisHolder/probe_131/create_landing_top/box1,box,size,2,1,high,sizey=0.2,sizex sizez
AB::StairGenerator::1.0,/obj/AnalysisHolder/probe_131/create_landing_base/box2,box,size t,3,3,high,consolidatepts=0 sizex=2.85319 tz=-1,sizey sizez ty
AB::StairGenerator::1.0,/obj/AnalysisHolder/probe_131/create_colliders/box1,box,size t,2,3,high,sizey=0.2 sizez=0.4 ty=0.1,sizex tz
AB::StairGenerator::1.0,/obj/AnalysisHolder/probe_131/create_colliders/copy1,copyxform,,1,3,medium,ty=0.2 tz=-0.4 newgroups=1,ncy
AB::StairGenerator::1.0,/obj/AnalysisHolder/probe_131/create_stair_tread/copy2,copyxform,,1,4,medium,pack=1 ty=0.2 tz=-0.4 newgroups=1,ncy
AB::StairGenerator::1.0,/obj/AnalysisHolder/probe_131/create_stair_tread/stair_tread_001/polyextrude1,polyextrude::2.0,,1,13,medium,xformfront=1 xformspace=1 outputfront=0 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,translatez
AB::StairGenerator::1.0,/obj/AnalysisHolder/probe_131/create_bannister/copy5,copyxform,,1,2,medium,parmgroup_pivotxform=1 newgroups=1,tx
AB::StairGenerator::1.0,/obj/AnalysisHolder/probe_131/create_bannister/bannister_base_create/copy3,copyxform,,1,2,medium,ty=0.2 tz=-0.4,ncy
AB::StairGenerator::1.0,/obj/AnalysisHolder/probe_131/create_bannister/transform3,xform,t,1,3,high,ty=-0.4 tz=0 parmgroup_pivotxform=1,tx
AB::StairGenerator::1.0,/obj/AnalysisHolder/probe_131/assemble_multi_stair/transform2,xform,t,1,1,high,tx=0,ty
AB::StairwayTops::3.0,/obj/AnalysisHolder/probe_132/knife1,knife,,1,1,medium,knifeop=2,originy
AB::StairwayTops::3.0,/obj/AnalysisHolder/probe_132/polyextrude1,polyextrude::2.0,,1,12,medium,outputfrontgrp=1 outputsidegrp=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,inset
AB::StairwayTops::3.0,/obj/AnalysisHolder/probe_132/polyextrude2,polyextrude::2.0,,1,12,medium,outputfrontgrp=1 outputsidegrp=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,dist
AB::StairwayTops::3.0,/obj/AnalysisHolder/probe_132/knife2,knife,,1,3,medium,knifeop=2 dirx=1 diry=0,originx
AB::StairwayTops::3.0,/obj/AnalysisHolder/probe_132/knife3,knife,,1,3,medium,knifeop=2 dirx=1 diry=0,originx
AB::StairwayTops::3.0,/obj/AnalysisHolder/probe_132/door_plane,groupcreate,size,3,3,high,groupbase=0 groupbounding=1 sizez=10000,sizex sizey ty
AB::StairwayTops::3.0,/obj/AnalysisHolder/probe_132/WallFinalCleanUp/knife1,knife,,1,1,medium,knifeop=2,originy
AB::StairwayTops::3.0,/obj/AnalysisHolder/probe_132/WallFinalCleanUp/polyextrude2,polyextrude::2.0,,1,14,medium,xformfront=1 xformspace=1 outputfront=0 outputsidegrp=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,translatey
