tool,inner_node,node_type,parm_family,n_referenced,n_in_family,confidence,literals,referenced
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_condensers/create_fans/transform5,xform,,1,4,medium,parmgroup_pivotxform=1 px=0 py=0 pz=0,tz
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_condensers/create_fans/transform7,xform,,1,4,medium,parmgroup_pivotxform=1 px=0 py=0 pz=0,tz
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_condensers/mats/RP_1/parm_metallic,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_condensers/mats/RP_1/parm_reflecttint,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_condensers/mats/RP_1/parm_coat,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_condensers/mats/RP_1/parm_basecolor,parameter,,1,5,medium,parmtype=19 colordefr=0.2 colordefg=0.2 colordefb=0.2 rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_condensers/mats/RP_2/parm_metallic,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_condensers/mats/RP_2/parm_reflecttint,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_condensers/mats/RP_2/parm_coat,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_condensers/mats/RP_2/parm_basecolor,parameter,,1,5,medium,parmtype=19 colordefr=0.2 colordefg=0.2 colordefb=0.2 rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_condensers/mats/RP_3/parm_metallic,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_condensers/mats/RP_3/parm_reflecttint,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_condensers/mats/RP_3/parm_coat,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_condensers/mats/RP_3/parm_basecolor,parameter,,1,5,medium,parmtype=19 colordefr=0.2 colordefg=0.2 colordefb=0.2 rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_condensers/mats/RP_4/parm_metallic,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_condensers/mats/RP_4/parm_reflecttint,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_condensers/mats/RP_4/parm_coat,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_condensers/mats/RP_4/parm_basecolor,parameter,,1,5,medium,parmtype=19 colordefr=0.2 colordefg=0.2 colordefb=0.2 rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_condensers/mats/RP_5/parm_metallic,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_condensers/mats/RP_5/parm_reflecttint,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_condensers/mats/RP_5/parm_coat,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_condensers/mats/RP_5/parm_basecolor,parameter,,1,5,medium,parmtype=19 colordefr=0.2 colordefg=0.2 colordefb=0.2 rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_condensers/mats/RP_6/parm_metallic,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_condensers/mats/RP_6/parm_reflecttint,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_condensers/mats/RP_6/parm_coat,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_condensers/mats/RP_6/parm_basecolor,parameter,,1,5,medium,parmtype=19 colordefr=0.2 colordefg=0.2 colordefb=0.2 rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_condensers/AC_create_base/box1,box,size,1,5,high,type=1 sizex=2.35 divrate1=2 divrate2=3 divrate3=2,sizey
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_condensers/create_cutters/primitive1,primitive,s,2,2,high,doxform=1 sx=0.65,sy sz
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_condensers/create_cutters/primitive2,primitive,s,2,2,high,doxform=1 sx=0,sy sz
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_duct/mats/RP_1/parm_metallic,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_duct/mats/RP_1/parm_reflecttint,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_duct/mats/RP_1/parm_coat,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_duct/mats/RP_1/parm_basecolor,parameter,,1,5,medium,parmtype=19 colordefr=0.2 colordefg=0.2 colordefb=0.2 rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_duct/mats/RP_2/parm_metallic,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_duct/mats/RP_2/parm_reflecttint,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_duct/mats/RP_2/parm_coat,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_duct/mats/RP_2/parm_basecolor,parameter,,1,5,medium,parmtype=19 colordefr=0.2 colordefg=0.2 colordefb=0.2 rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_duct/mats/RP_3/parm_metallic,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_duct/mats/RP_3/parm_reflecttint,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_duct/mats/RP_3/parm_coat,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_duct/mats/RP_3/parm_basecolor,parameter,,1,5,medium,parmtype=19 colordefr=0.2 colordefg=0.2 colordefb=0.2 rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_duct/mats/RP_4/parm_metallic,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_duct/mats/RP_4/parm_reflecttint,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_duct/mats/RP_4/parm_coat,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_duct/mats/RP_4/parm_basecolor,parameter,,1,5,medium,parmtype=19 colordefr=0.2 colordefg=0.2 colordefb=0.2 rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_duct/mats/RP_5/parm_metallic,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_duct/mats/RP_5/parm_reflecttint,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_duct/mats/RP_5/parm_coat,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_duct/mats/RP_5/parm_basecolor,parameter,,1,5,medium,parmtype=19 colordefr=0.2 colordefg=0.2 colordefb=0.2 rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_duct/mats/RP_6/parm_metallic,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_duct/mats/RP_6/parm_reflecttint,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_duct/mats/RP_6/parm_coat,parameter,,1,1,medium,rangeint2=1,parmprefix
AB::AirConCondeserGenerator::3.0,/obj/AnalysisHolder/probe_1/create_ac_duct/mats/RP_6/parm_basecolor,parameter,,1,5,medium,parmtype=19 colordefr=0.2 colordefg=0.2 colordefb=0.2 rangeint2=1,parmprefix
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessCorners/knife1,knife,,1,1,medium,knifeop=1,originy
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessCorners/knife4,knife,,1,1,medium,knifeop=2,originy
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessCorners/polyextrude2,polyextrude::2.0,,1,11,medium,outputfrontgrp=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,dist
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessCorners/grid1,grid,,1,5,medium,orient=0 sizex=3.8 sizey=26 ry=180 cols=2,rows
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessCorners/grid2,grid,,1,5,medium,orient=0 sizex=3.8 sizey=26 ry=180 cols=2,rows
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/EntryLevelWalls/CreateDoorWalls/DoorsCreateCopies1,AB::DoorsCreateCopies::1.0,,15,1,medium,WinWallBaseHeight=1.199,AboveWindowHeight InsetDoorDepth RS_DoorFrameColorb RS_DoorFrameColorg RS_DoorFrameColorr RS_DoorGlassColorb RS_DoorGlassColorg RS_DoorGlassColorr RS_DoorStyle RS_HandleStyle WinWallSides colorb colorg colorr handle_side
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/EntryLevelWalls/CreateDoorWalls/DoorsCreateCopies1/CreateWindowWallDivs/polyextrude1,polyextrude::2.0,,1,11,medium,outputsidegrp=1 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,dist
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/EntryLevelWalls/CreateDoorWalls/DoorsCreateCopies1/CreateWindowWallDivs/knife4,knife,,1,3,medium,knifeop=1 dirx=1 diry=0,originx
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/EntryLevelWalls/CreateDoorWalls/DoorsCreateCopies1/CreateWindowWallDivs/knife5,knife,,1,2,medium,dirx=1 diry=0,originx
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/EntryLevelWalls/CreateDoorWalls/DoorsCreateCopies1/CreateWindowWallDivs/knife6,knife,,1,2,medium,dirx=1 diry=0,originx
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/EntryLevelWalls/CreateDoorWalls/DoorsCreateCopies1/CreateWindowWallDivs/knife7,knife,,1,3,medium,knifeop=1 dirx=1 diry=0,originx
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/EntryLevelWalls/CreateDoorWalls/DoorsCreateCopies1/color1,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/EntryLevelWalls/CreateDoorWalls/DoorsCreateCopies1/knife1,knife,,1,1,medium,knifeop=2,originy
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/EntryLevelWalls/CreateDoorWalls/CeateSteps/copy1,copyxform,,1,2,medium,ty=-0.15 tz=0.3,ncy
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/EntryLevelWalls/CreateDoorWalls/CeateSteps/polyextrude2,polyextrude::2.0,,1,13,medium,xformfront=1 xformspace=1 outputfront=0 thicknessramp1value=1 thicknessramp1interp=2 thicknessramp2pos=1 thicknessramp2value=1 thicknessramp2interp=2 twistramp1value=0.5 twistramp1interp=2 twistramp2pos=1 twistramp2value=0.5 twistramp2interp=2,translatey
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/EntryLevelWalls/CreateDoorWalls/CeateSteps/transform10,xform,,1,1,medium,parmgroup_pivotxform=1,ty
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/EntryLevelWalls/CreateDoorWalls/CeateSteps/transform13,xform,,1,2,medium,parmgroup_pivotxform=1 pz=0,sz
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/EntryLevelWalls/CreateDoorWalls/CeateSteps/line1,line,,1,2,medium,diry=0 dirz=1,dist
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/EntryLevelWalls/CreateDoorWalls/CeateSteps/transform15,xform,,1,4,medium,parmgroup_pivotxform=1 px=0 py=0 pz=0,ty
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/EntryLevelWalls/CreateDoorWalls/CeateSteps/color1,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/EntryLevelWalls/CreateDoorWalls/CeateSteps/color2,color,,3,6,medium,deleteallcolorattribs=1 class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/EntryLevelWalls/transform5,xform,,1,1,medium,parmgroup_pivotxform=1,tz
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/EntryLevelWalls/color4,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/EntryLevelWalls/WindowsCreateCopies2,AB::WindowsCreateCopies::2.0,,1,3,medium,win_wall_open_z=0.5 WinWallBaseHeight=1 AboveWindowHeight=1,WinWallSides
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/EntryLevelWalls/color2,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/EntryLevelWalls/transform2,xform,t,1,2,high,ty=-0.1 parmgroup_pivotxform=1,tz
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/EntryLevelWalls/color9,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/EntryLevelWalls/WindowsCreateCopies1,AB::WindowsCreateCopies::2.0,,1,2,medium,WinWallBaseHeight=1.5 AboveWindowHeight=1,WinWallSides
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/EntryLevelWalls/WindowGenerator1,AB::WindowGenerator::3.1,,6,4,medium,WindowWidth=1.5 WindowHeight=2.5 NumberOfWindowSides=3 BayWallOpeningHeight=2.5,BayWallOpeningWidth CasingDepth CasingWidth SK_WinFrameDepthRect WinFrameWidthRect WindowShape
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/MidFloorWalls/transform3,xform,,1,1,medium,sy=0,ty
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/MidFloorWalls/color2,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/MidFloorWalls/transform4,xform,,1,1,medium,parmgroup_pivotxform=1,tz
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/MidFloorWalls/transform5,xform,,1,1,medium,parmgroup_pivotxform=1,tz
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/MidFloorWalls/color4,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/MidFloorWalls/WindowGenerator1,AB::WindowGenerator::3.1,,5,2,medium,WindowWidth=1.5 WindowHeight=2,CasingDepth CasingWidth SK_WinFrameDepthRect WinFrameWidthRect WindowShape
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/MidFloorWalls/CreateSideWindowPlanes/WindowsCreateCopies2,AB::WindowsCreateCopies::2.0,,1,3,medium,win_wall_open_z=0.5 WinWallBaseHeight=1 AboveWindowHeight=1,WinWallSides
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/TopFloorWalls/color2,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/TopFloorWalls/WindowsCreateCopies2,AB::WindowsCreateCopies::2.0,,1,3,medium,win_wall_open_z=0.5 WinWallBaseHeight=1 AboveWindowHeight=1,WinWallSides
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/TopFloorWalls/transform5,xform,,1,1,medium,parmgroup_pivotxform=1,tz
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/TopFloorWalls/color4,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/TopFloorWalls/transform2,xform,,1,1,medium,parmgroup_pivotxform=1,tz
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/TopFloorWalls/WindowsCreateCopies1,AB::WindowsCreateCopies::2.0,,1,3,medium,win_wall_open_z=0.2 WinWallBaseHeight=1 AboveWindowHeight=2,WinWallSides
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/TopFloorWalls/WindowGenerator2,AB::WindowGenerator::3.1,,6,4,medium,WindowWidth=1.5 WindowHeight=2 NumberOfWindowSides=3 BayWallOpeningHeight=2,BayWallOpeningWidth CasingDepth CasingWidth SK_WinFrameDepthRect WinFrameWidthRect WindowShape
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/LowerWalls/color1,color,,3,6,medium,deleteallcolorattribs=1 class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/MezzanineWalls/transform3,xform,,1,1,medium,sy=0,ty
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/MezzanineWalls/color2,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/MezzanineWalls/transform4,xform,,1,1,medium,parmgroup_pivotxform=1,tz
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/MezzanineWalls/WindowsCreateCopies1,AB::WindowsCreateCopies::2.0,,1,3,medium,win_wall_open_z=0.5 WinWallBaseHeight=1 AboveWindowHeight=1,WinWallSides
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/MezzanineWalls/WindowsCreateCopies2,AB::WindowsCreateCopies::2.0,,1,3,medium,win_wall_open_z=0.5 WinWallBaseHeight=1 AboveWindowHeight=1,WinWallSides
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/MezzanineWalls/transform5,xform,,1,1,medium,parmgroup_pivotxform=1,tz
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/MezzanineWalls/color4,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/MezzanineWalls/WindowGenerator1,AB::WindowGenerator::3.1,,5,2,medium,WindowWidth=1.5 WindowHeight=2,CasingDepth CasingWidth SK_WinFrameDepthRect WinFrameWidthRect WindowShape
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/TopWalls/color2,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessWalls/ProcessWalls/TopWalls/color1,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessRoofs/CreateCornice/color1,color,,3,6,medium,deleteallcolorattribs=1 class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessRoofs/CreateCornice/knife3,knife,,1,2,medium,diry=0 dirz=1,originz
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessRoofs/CreateCornice/divide2,divide,,2,1,medium,numsides=4,sizey sizez
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessRoofs/CreateCornice/FancyCurves2,AB::FancyCurves::2.0,,1,2,medium,CurveStyle=3 planeSet=0,LowerFaceDepth
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessRoofs/CreateFlatRoof/divide1,divide,size,1,4,high,convex=0 brick=1 sizex=4 sizey=2,sizez
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessRoofs/CreatePeakedRoof/grid2,grid,,2,4,medium,ty=26.01 ry=180 rows=2 cols=3,sizex sizey
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessRoofs/CreatePeakedRoof/transform10,xform,,1,2,medium,grouptype=3 parmgroup_pivotxform=1,ty
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/ProcessRoofs/CreatePeakedRoof/color1,color,,3,5,medium,class=3 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintSquare/add1,add,,2,2,medium,points=3 switcher1=1,pt0x pt2z
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintSquare/add2,add,,4,2,medium,points=2 switcher1=1,pt0x pt0y pt0z pt1z
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintSquare/add3,add,,9,3,medium,stdswitcher1=1 points=3 switcher1=1,pt0x pt0y pt0z pt1x pt1y pt1z pt2x pt2y pt2z
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintSquare/add4,add,,6,2,medium,points=2 switcher1=1,pt0x pt0y pt0z pt1x pt1y pt1z
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintSquare/add5,add,,9,3,medium,stdswitcher1=1 points=3 switcher1=1,pt0x pt0y pt0z pt1x pt1y pt1z pt2x pt2y pt2z
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintSquare/add6,add,,6,2,medium,points=2 switcher1=1,pt0x pt0y pt0z pt1x pt1y pt1z
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintSquare/add7,add,,9,3,medium,stdswitcher1=1 points=3 switcher1=1,pt0x pt0y pt0z pt1x pt1y pt1z pt2x pt2y pt2z
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintSquare/add8,add,,6,2,medium,points=2 switcher1=1,pt0x pt0y pt0z pt1x pt1y pt1z
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintSquare/color10,color,,3,5,medium,class=1 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintSquare/color12,color,,3,5,medium,class=1 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintSquare/color14,color,,3,5,medium,class=1 ramp2pos=1 ramp2cr=1 ramp2cg=1 ramp2cb=1,colorb colorg colorr
AB::ApartmentRow::1.2,/obj/AnalysisHolder/probe_3/CreateBldBase/FootprintSquare/resample1,resample,,1,1,medium,edge=1,length
