tool,nests_type,count
AB::WaterTankGenerator::2.0,polybevel::3.0,7
AB::WaterTankGenerator::2.0,polyextrude::2.0,11
AB::WaterTankGenerator::2.0,principledshader::2.0,6
AB::WaterTankGenerator::2.0,uvflatten::3.0,5
AB::WaterTankGenerator::2.0,uvlayout::3.0,2
AB::WindowGenerator::3.1,AB::GroupWalls::2.0,9
AB::WindowGenerator::3.1,attribcreate::2.0,30
AB::WindowGenerator::3.1,boolean::2.0,3
AB::WindowGenerator::3.1,copytopoints::2.0,5
AB::WindowGenerator::3.1,fuse::2.0,12
AB::WindowGenerator::3.1,polybevel::2.0,2
AB::WindowGenerator::3.1,polybevel::3.0,12
AB::WindowGenerator::3.1,polyextrude::2.0,51
AB::WindowGenerator::3.1,polysplit::2.0,8
AB::WindowGenerator::3.1,uvflatten::3.0,2
AB::WindowGenerator::3.1,uvlayout::2.0,1
AB::WindowGenerator::3.1,uvlayout::3.0,7
AB::WindowGenerator::3.1,uvtransform::2.0,1
AB::WindowsCreateCopies::2.0,attribcreate::2.0,2
AB::WindowsCreateCopies::2.0,copytopoints::2.0,2
AB::WindowsCreateCopies::2.0,fuse::2.0,3
AB::WindowsCreateCopies::2.0,polyextrude::2.0,1
AB::WiresWithRings::1.0,geometryvopglobal::2.0,2
AB::WoodFractue::1.0,attribcreate::2.0,2
AB::WoodFractue::1.0,scatter::2.0,1
AB::WoodFractue::1.0,sopsolver::2.0,1
AB::WoodPlankGenerator::1.0,fuse::2.0,2
AB::WoodPlankGenerator::1.0,geometryvopglobal::2.0,1
AB::WoodPlankGenerator::1.0,polybevel::3.0,1
AB::WoodPlankGenerator::1.0,polyextrude::2.0,2
AB::WoodPlankGenerator::1.0,uvlayout::3.0,1
AB::WoodenPierGenerator::1.0,fuse::2.0,1
AB::WoodenPierGenerator::1.0,geometryvopglobal::2.0,2
AB::WoodenPierGenerator::1.0,polybevel::3.0,2
AB::WoodenPierGenerator::1.0,polyextrude::2.0,3
AB::WoodenPierGenerator::1.0,uvcoords::2.0,1
